logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,D_vs_BD,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.305977344512939,13.162536144256574,,0.0003162425946441,0.0023748630411727,,NDRG2_HUMAN,8,,0.0003162425946441,0.0023748630411727,-0.305977344512939,Up,2.624361431166706,NDRG2,Protein NDRG2,NDRG2_HUMAN,Q9UN36
0.306291103363037,7.859593868255615,,0.1003840857600164,0.1900750634522749,,TI17A_HUMAN,8,,0.1003840857600164,0.1900750634522749,-0.306291103363037,Non-significant,0.7210748558617626,TIMM17A,Mitochondrial import inner membrane translocase subunit Tim17-A,TI17A_HUMAN,Q99595
0.307013273239136,6.48988199234009,,0.3563961291416072,0.4973519819548949,,KDM5C_HUMAN,8,,0.3563961291416072,0.4973519819548949,-0.307013273239136,Non-significant,0.3033361470489678,KDM5C,Lysine-specific demethylase 5C,KDM5C_HUMAN,P41229
0.30704140663147,14.25788486003878,,4.781719509797514e-06,0.0001165971069755,,AMPB_HUMAN,8,,4.781719509797514e-06,0.0001165971069755,-0.30704140663147,Up,3.933312225221598,RNPEP,Aminopeptidase B,AMPB_HUMAN,Q9H4A4
0.307050466537476,15.908652901649484,,2.688110796753064e-07,1.765883448303558e-05,,AK1A1_HUMAN,8,,2.688110796753064e-07,1.765883448303558e-05,-0.307050466537476,Up,4.75303796408179,AKR1A1,Aldo-keto reductase family 1 member A1,AK1A1_HUMAN,P14550
0.307125568389893,10.2915437221527,,0.0030793186098624,0.0132783459845281,,PCMD1_HUMAN,8,,0.0030793186098624,0.0132783459845281,-0.307125568389893,Up,1.8768560194356132,PCMTD1,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,PCMD1_HUMAN,Q96MG8
0.307184934616089,7.890403985977173,,0.0077534191762477,0.0266906568533605,,FRY_HUMAN,8,,0.0077534191762477,0.0266906568533605,-0.307184934616089,Up,1.573640738154056,FRY,Protein furry homolog,FRY_HUMAN,Q5TBA9
0.307926774024963,7.894460499286653,,0.1025695095348699,0.1933128310479568,,SIPA1_HUMAN,8,,0.1025695095348699,0.1933128310479568,-0.307926774024963,Non-significant,0.7137393189234071,SIPA1,Signal-induced proliferation-associated protein 1,SIPA1_HUMAN,Q96FS4
0.308451414108276,6.515357255935669,,0.4086847202751665,0.5488205070012194,,STK16_HUMAN,8,,0.4086847202751665,0.5488205070012194,-0.308451414108276,Non-significant,0.2605696693292247,STK16,Serine/threonine-protein kinase 16,STK16_HUMAN,O75716
0.308740615844727,9.781046152114866,,0.0018925073364558,0.0092019659392184,,PDCD4_HUMAN,8,,0.0018925073364558,0.0092019659392184,-0.308740615844727,Up,2.0361193785953318,PDCD4,Programmed cell death protein 4,PDCD4_HUMAN,Q53EL6
0.309295654296875,18.39723777770997,,2.625074363512157e-05,0.0003889192452125,,PEBP1_HUMAN,8,,2.625074363512157e-05,0.0003889192452125,-0.309295654296875,Up,3.410140565767882,PEBP1,Phosphatidylethanolamine-binding protein 1,PEBP1_HUMAN,P30086
0.310030221939087,7.884811043739319,,0.1813899896914013,0.2986592012744475,,RBCC1_HUMAN,8,,0.1813899896914013,0.2986592012744475,-0.310030221939087,Non-significant,0.5248241007020695,RB1CC1,RB1-inducible coiled-coil protein 1,RBCC1_HUMAN,Q8TDY2
0.310038566589355,7.933637738227845,,0.1838487118346325,0.3019187203971025,,TM175_HUMAN,8,,0.1838487118346325,0.3019187203971025,-0.310038566589355,Non-significant,0.5201099578179059,TMEM175,Endosomal/lysosomal proton channel TMEM175,TM175_HUMAN,Q9BSA9
0.310165802637736,7.385033170382183,,0.3055954614195002,0.4434544129312727,,MTMR4_HUMAN,5,,0.3055954614195002,0.4434544129312727,-0.310165802637736,Non-significant,0.3531510189663848,MTMR4,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR4",MTMR4_HUMAN,Q9NYA4
0.310303092002869,7.43353146314621,,0.0676875665507785,0.1411464069102898,,MICU3_HUMAN,8,,0.0676875665507785,0.1411464069102898,-0.310303092002869,Non-significant,0.8503301729821404,MICU3,"Calcium uptake protein 3, mitochondrial",MICU3_HUMAN,Q86XE3
0.311101078987122,7.689117014408112,,0.0577977813433167,0.1247463705336653,,SSH1_HUMAN,8,,0.0577977813433167,0.1247463705336653,-0.311101078987122,Non-significant,0.9039720812166492,SSH1,Protein phosphatase Slingshot homolog 1,SSH1_HUMAN,Q8WYL5
0.3111732006073,9.039255738258362,,0.0013300659375779,0.0070669456722282,,DCAF6_HUMAN,8,,0.0013300659375779,0.0070669456722282,-0.3111732006073,Up,2.1507682473498027,DCAF6,DDB1- and CUL4-associated factor 6,DCAF6_HUMAN,Q58WW2
0.311958789825439,9.751578330993658,,0.0167996899148036,0.0481932281064377,,PRAP1_HUMAN,8,,0.0167996899148036,0.0481932281064377,-0.311958789825439,Up,1.3170139825624811,PRAP1,Proline-rich acidic protein 1,PRAP1_HUMAN,Q96NZ9
0.312016884485881,6.580717523892719,,0.6336100749777895,0.7520161298410879,,FZD6_HUMAN,5,,0.6336100749777895,0.7520161298410879,-0.312016884485881,Non-significant,0.123772844214405,FZD6,Frizzled-6,FZD6_HUMAN,O60353
0.312017679214478,8.202901601791382,,0.1670394718970775,0.2806166803633245,,CB069_HUMAN,8,,0.1670394718970775,0.2806166803633245,-0.312017679214478,Non-significant,0.5518865172904107,C2orf69,Mitochondrial protein C2orf69,CB069_HUMAN,Q8N8R5
0.312120676040649,9.928916573524477,,0.1691783348249005,0.2834515536238057,,NARF_HUMAN,8,,0.1691783348249005,0.2834515536238057,-0.312120676040649,Non-significant,0.5475211582588405,NARF,Nuclear prelamin A recognition factor,NARF_HUMAN,Q9UHQ1
0.312456607818604,12.0411674976349,,4.254952167045527e-06,0.0001084612132298,,TMOD1_HUMAN,8,,4.254952167045527e-06,0.0001084612132298,-0.312456607818604,Up,3.964725541924437,TMOD1,Tropomodulin-1,TMOD1_HUMAN,P28289
0.312532901763916,17.0905702114105,,3.942755930348792e-05,0.0005304269185114,,CNDP2_HUMAN,8,,3.942755930348792e-05,0.0005304269185114,-0.312532901763916,Up,3.27537444413507,CNDP2,Cytosolic non-specific dipeptidase,CNDP2_HUMAN,Q96KP4
0.312576055526733,6.381092667579651,,0.2762581948839663,0.4108519496613425,,CBLC_HUMAN,6,,0.2762581948839663,0.4108519496613425,-0.312576055526733,Non-significant,0.3863146477796756,CBLC,E3 ubiquitin-protein ligase CBL-C,CBLC_HUMAN,Q9ULV8
0.312690734863281,8.300206422805786,,0.0065619264159908,0.0235357622469647,,PLPL7_HUMAN,8,,0.0065619264159908,0.0235357622469647,-0.312690734863281,Up,1.6282717317406434,PNPLA7,Patatin-like phospholipase domain-containing protein 7,PLPL7_HUMAN,Q6ZV29
0.312753558158875,7.912712037563318,,0.8218900871028795,0.9021686754366482,,CASPE_HUMAN,7,,0.8218900871028795,0.9021686754366482,-0.312753558158875,Non-significant,0.0447122562908304,CASP14,Caspase-14,CASPE_HUMAN,P31944
0.312961339950562,8.998896956443787,,0.0306926440303385,0.0765261206757649,,PCLI1_HUMAN,8,,0.0306926440303385,0.0765261206757649,-0.312961339950562,Non-significant,1.116190301720997,PID1,"PTB-containing, cubilin and LRP1-interacting protein",PCLI1_HUMAN,Q7Z2X4
0.313401818275452,7.0414013266563416,,0.1380972813188472,0.2433708379964111,,HEMK1_HUMAN,8,,0.1380972813188472,0.2433708379964111,-0.313401818275452,Non-significant,0.6137314624904964,HEMK1,MTRF1L release factor glutamine methyltransferase,HEMK1_HUMAN,Q9Y5R4
0.314076542854309,7.19676595926285,,0.2603014055009773,0.3923592199491346,,PAGE4_HUMAN,7,,0.2603014055009773,0.3923592199491346,-0.314076542854309,Non-significant,0.406316137559694,PAGE4,P antigen family member 4,PAGE4_HUMAN,O60829
0.314349412918091,14.852128863334649,,1.0914528679577744e-05,0.0002060431646815,,GPDA_HUMAN,8,,1.0914528679577744e-05,0.0002060431646815,-0.314349412918091,Up,3.686041788275215,GPD1,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",GPDA_HUMAN,P21695
0.314527034759521,15.059074163436875,,1.1832156930418341e-08,3.1271245719650792e-06,,HEM2_HUMAN,8,,1.1832156930418341e-08,3.1271245719650792e-06,-0.314527034759521,Up,5.504854817881007,ALAD,Delta-aminolevulinic acid dehydratase,HEM2_HUMAN,P13716
0.314853429794312,14.41755115985869,,2.6906485641291726e-06,8.016175885785567e-05,,CP27A_HUMAN,8,,2.6906485641291726e-06,8.016175885785567e-05,-0.314853429794312,Up,4.096032762361547,CYP27A1,"Sterol 26-hydroxylase, mitochondrial",CP27A_HUMAN,Q02318
0.314989805221558,7.207593202590942,,0.1370139609816587,0.2418258040333326,,CP4AM_HUMAN,8,,0.1370139609816587,0.2418258040333326,-0.314989805221558,Non-significant,0.6164973595903491,CYP4A22,Cytochrome P450 4A22,CP4AM_HUMAN,Q5TCH4
0.315013527870178,6.294721305370333,,0.3044077011768278,0.4425146017994589,,TCPW_HUMAN,8,,0.3044077011768278,0.4425146017994589,-0.315013527870178,Non-significant,0.354072394172249,CCT6B,T-complex protein 1 subunit zeta-2,TCPW_HUMAN,Q92526
0.316050052642822,7.1608970165252686,,0.0107593452242374,0.0343669845700496,,CINP_HUMAN,8,,0.0107593452242374,0.0343669845700496,-0.316050052642822,Up,1.4638585720827093,CINP,Cyclin-dependent kinase 2-interacting protein,CINP_HUMAN,Q9BW66
0.316350221633911,9.56083881855011,,0.0021051322820971,0.0099525651347585,,RNAS6_HUMAN,8,,0.0021051322820971,0.0099525651347585,-0.316350221633911,Up,2.0020649714857712,RNASE6,Ribonuclease K6,RNAS6_HUMAN,Q93091
0.317205190658569,11.407638192176815,,0.0001985406321798,0.0016856408284446,,RTKN_HUMAN,8,,0.0001985406321798,0.0016856408284446,-0.317205190658569,Up,2.7732349580872566,RTKN,Rhotekin,RTKN_HUMAN,Q9BST9
0.317460060119629,8.12611985206604,,0.0676221178130322,0.1411244025992105,,ENTP2_HUMAN,8,,0.0676221178130322,0.1411244025992105,-0.317460060119629,Non-significant,0.8503978834968464,ENTPD2,Ectonucleoside triphosphate diphosphohydrolase 2,ENTP2_HUMAN,Q9Y5L3
0.317712187767029,7.929275453090669,,0.4050751259837259,0.5451347745047087,,G6PC1_HUMAN,8,,0.4050751259837259,0.5451347745047087,-0.317712187767029,Non-significant,0.2634961131588737,G6PC1,Glucose-6-phosphatase catalytic subunit 1,G6PC1_HUMAN,P35575
0.317732453346252,6.5351627469062805,,0.3151104364200087,0.4534867039503129,,PBX2_HUMAN,8,,0.3151104364200087,0.4534867039503129,-0.317732453346252,Non-significant,0.3434354417585959,PBX2,Pre-B-cell leukemia transcription factor 2,PBX2_HUMAN,P40425
0.318449020385742,7.784089803695679,,0.0020052388340549,0.009573963733923,,MASU1_HUMAN,8,,0.0020052388340549,0.009573963733923,-0.318449020385742,Up,2.018908221954021,MALSU1,Mitochondrial assembly of ribosomal large subunit protein 1,MASU1_HUMAN,Q96EH3
0.319172620773315,11.607127785682689,,0.0002626542322247,0.0020711512267732,,MSMO1_HUMAN,8,,0.0002626542322247,0.0020711512267732,-0.319172620773315,Up,2.6837881895877818,MSMO1,Methylsterol monooxygenase 1,MSMO1_HUMAN,Q15800
0.319440960884094,8.238291919231417,,0.0039529593106621,0.0160212159767889,,MID51_HUMAN,8,,0.0039529593106621,0.0160212159767889,-0.319440960884094,Up,1.7953045249578667,MIEF1,Mitochondrial dynamics protein MIEF1,MID51_HUMAN,Q9NQG6
0.319743514060974,7.658118665218353,,0.0166419572763491,0.0478244671922584,,AT11B_HUMAN,8,,0.0166419572763491,0.0478244671922584,-0.319743514060974,Up,1.320349859706334,ATP11B,Phospholipid-transporting ATPase IF,AT11B_HUMAN,Q9Y2G3
0.320166110992432,8.634032964706421,,0.0006609217144471,0.0042238156056671,,CK5P1_HUMAN,8,,0.0006609217144471,0.0042238156056671,-0.320166110992432,Up,2.374295049562603,CDK5RAP1,Mitochondrial tRNA methylthiotransferase CDK5RAP1,CK5P1_HUMAN,Q96SZ6
0.320243120193481,9.245840907096865,,2.020250142154688e-05,0.0003232794807553,,AT11C_HUMAN,8,,2.020250142154688e-05,0.0003232794807553,-0.320243120193481,Up,3.4904218601194548,ATP11C,Phospholipid-transporting ATPase IG,AT11C_HUMAN,Q8NB49
0.320329745610555,6.005116740862528,,0.5033599310251936,0.637999368021258,,HMSD_HUMAN,7,,0.5033599310251936,0.637999368021258,-0.320329745610555,Non-significant,0.1951797514747879,HMSD,Serpin-like protein HMSD,HMSD_HUMAN,A8MTL9
0.320662021636963,10.63516616821289,,1.843766024081437e-05,0.0003012765085616,,FCSK_HUMAN,8,,1.843766024081437e-05,0.0003012765085616,-0.320662021636963,Up,3.521034730257564,FCSK,L-fucose kinase,FCSK_HUMAN,Q8N0W3
0.32117748260498,10.38156700134276,,0.0006006104860795,0.0039141456955242,,PLIN2_HUMAN,8,,0.0006006104860795,0.0039141456955242,-0.32117748260498,Up,2.4073630127136445,PLIN2,Perilipin-2,PLIN2_HUMAN,Q99541
0.321910381317139,9.52208161354065,,1.4630658563141848e-05,0.0002550403949102,,UBR3_HUMAN,8,,1.4630658563141848e-05,0.0002550403949102,-0.321910381317139,Up,3.593391027812161,UBR3,E3 ubiquitin-protein ligase UBR3,UBR3_HUMAN,Q6ZT12
0.322606563568115,11.00266814231874,,3.976240696638489e-05,0.0005329906935997,,HYPDH_HUMAN,8,,3.976240696638489e-05,0.0005329906935997,-0.322606563568115,Up,3.2732803740007093,PRODH2,Hydroxyproline dehydrogenase,HYPDH_HUMAN,Q9UF12
0.323007583618164,9.01807737350464,,0.0112764003745359,0.0355884238322698,,ABLM2_HUMAN,8,,0.0112764003745359,0.0355884238322698,-0.323007583618164,Up,1.4486912459412458,ABLIM2,Actin-binding LIM protein 2,ABLM2_HUMAN,Q6H8Q1
0.323053479194641,7.62297123670578,,0.1275653567717618,0.2288467195163224,,PCBP4_HUMAN,8,,0.1275653567717618,0.2288467195163224,-0.323053479194641,Non-significant,0.6404553087388468,PCBP4,Poly(rC)-binding protein 4,PCBP4_HUMAN,P57723
0.323567628860474,15.593403935432434,,2.328180131656303e-05,0.0003549163892882,,MTND_HUMAN,8,,2.328180131656303e-05,0.0003549163892882,-0.323567628860474,Up,3.449873945388633,ADI1,Acireductone dioxygenase,MTND_HUMAN,Q9BV57
0.323571681976318,16.248559236526482,,0.0001510184064234,0.0013964941352453,,METK1_HUMAN,8,,0.0001510184064234,0.0013964941352453,-0.323571681976318,Up,2.854960883834045,MAT1A,S-adenosylmethionine synthase isoform type-1,METK1_HUMAN,Q00266
0.323583602905273,15.66848492622374,,3.049068911533296e-06,8.658535137765458e-05,,GLGB_HUMAN,8,,3.049068911533296e-06,8.658535137765458e-05,-0.323583602905273,Up,4.062555576273322,GBE1,"1,4-alpha-glucan-branching enzyme",GLGB_HUMAN,Q04446
0.323867797851563,15.97010946273804,,3.309386633405565e-05,0.0004674793911636,,ADH1A_HUMAN,8,,3.309386633405565e-05,0.0004674793911636,-0.323867797851563,Up,3.330237530248552,ADH1A,Alcohol dehydrogenase 1A,ADH1A_HUMAN,P07327
0.323958516120911,8.094051539897919,,0.0250678329990557,0.0654704353717767,,RNF25_HUMAN,8,,0.0250678329990557,0.0654704353717767,-0.323958516120911,Non-significant,1.1839547710539993,RNF25,E3 ubiquitin-protein ligase RNF25,RNF25_HUMAN,Q96BH1
0.324007511138916,7.628996729850769,,0.3111044363327412,0.4492207696288595,,CO1A1_HUMAN,8,,0.3111044363327412,0.4492207696288595,-0.324007511138916,Non-significant,0.3475401724313287,COL1A1,Collagen alpha-1(I) chain,CO1A1_HUMAN,P02452
0.324581146240234,8.67881107330322,,0.0036409747680119,0.0150583070541757,,CH033_HUMAN,8,,0.0036409747680119,0.0150583070541757,-0.324581146240234,Up,1.8222238513994613,C8orf33,UPF0488 protein C8orf33,CH033_HUMAN,Q9H7E9
0.32468318939209,13.502559900283812,,2.9859627898507924e-05,0.0004319009282951,,RBSK_HUMAN,8,,2.9859627898507924e-05,0.0004319009282951,-0.32468318939209,Up,3.3646158625118727,RBKS,Ribokinase,RBSK_HUMAN,Q9H477
0.325007915496826,16.485229253768928,,2.607376025407457e-06,7.853761682412976e-05,,ACS2B_HUMAN,8,,2.607376025407457e-06,7.853761682412976e-05,-0.325007915496826,Up,4.104922281265663,ACSM2B,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial",ACS2B_HUMAN,Q68CK6
0.325072288513184,9.337438821792604,,0.0012876995029201,0.0069408697548847,,UBXN7_HUMAN,8,,0.0012876995029201,0.0069408697548847,-0.325072288513184,Up,2.158586105038007,UBXN7,UBX domain-containing protein 7,UBXN7_HUMAN,O94888
0.325167417526245,14.361425280570993,,3.43787191925839e-05,0.0004790218475252,,CP4F2_HUMAN,8,,3.43787191925839e-05,0.0004790218475252,-0.325167417526245,Up,3.3196446785618927,CYP4F2,Cytochrome P450 4F2,CP4F2_HUMAN,P78329
0.325483163197835,7.055837074915569,,0.4269863752984117,0.5666629734777575,,TBC25_HUMAN,6,,0.4269863752984117,0.5666629734777575,-0.325483163197835,Non-significant,0.2466751638180778,TBC1D25,TBC1 domain family member 25,TBC25_HUMAN,Q3MII6
0.325852155685425,11.72241532802581,,4.07553207581556e-06,0.0001050026235759,,MPI_HUMAN,8,,4.07553207581556e-06,0.0001050026235759,-0.325852155685425,Up,3.978799849593587,MPI,Mannose-6-phosphate isomerase,MPI_HUMAN,P34949
0.325885057449341,12.813348889350886,,2.274614248373753e-06,7.195333798040989e-05,,ACOX3_HUMAN,8,,2.274614248373753e-06,7.195333798040989e-05,-0.325885057449341,Up,4.142949053946326,ACOX3,Peroxisomal acyl-coenzyme A oxidase 3,ACOX3_HUMAN,O15254
0.326563596725464,15.140126109123225,,0.0237691851953046,0.0628399271717105,,EBP_HUMAN,8,,0.0237691851953046,0.0628399271717105,-0.326563596725464,Non-significant,1.2017643269570573,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP_HUMAN,Q15125
0.326705455780029,7.258883714675905,,0.0672991273896662,0.1405510452978678,,ACAP3_HUMAN,8,,0.0672991273896662,0.1405510452978678,-0.326705455780029,Non-significant,0.8521659201354603,ACAP3,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3",ACAP3_HUMAN,Q96P50
0.326764464378357,7.35921674966812,,0.0972738852414015,0.1857612606919754,,ZFP91_HUMAN,8,,0.0972738852414015,0.1857612606919754,-0.326764464378357,Non-significant,0.7310448502018061,ZFP91,E3 ubiquitin-protein ligase ZFP91,ZFP91_HUMAN,Q96JP5
0.327102899551392,9.990949749946587,,0.0003967856314247,0.0028342325006648,,RDH5_HUMAN,8,,0.0003967856314247,0.0028342325006648,-0.327102899551392,Up,2.547564526137222,RDH5,Retinol dehydrogenase 5,RDH5_HUMAN,Q92781
0.32739520072937,10.620972275733966,,2.8671225888222942e-05,0.0004187225556189,,EDC4_HUMAN,8,,2.8671225888222942e-05,0.0004187225556189,-0.32739520072937,Up,3.378073644035956,EDC4,Enhancer of mRNA-decapping protein 4,EDC4_HUMAN,Q6P2E9
0.327500104904175,10.077462077140812,,0.3559789035230334,0.4971084296172172,,LSM5_HUMAN,8,,0.3559789035230334,0.4971084296172172,-0.327500104904175,Non-significant,0.3035488723363538,LSM5,U6 snRNA-associated Sm-like protein LSm5,LSM5_HUMAN,Q9Y4Y9
0.327763597170512,6.671513418356577,,0.0134918189302098,0.0407590237814194,,SKAP2_HUMAN,7,,0.0134918189302098,0.0407590237814194,-0.327763597170512,Up,1.38977622631968,SKAP2,Src kinase-associated phosphoprotein 2,SKAP2_HUMAN,O75563
0.328916788101196,12.81233632564545,,1.2858924119744908e-06,5.115493065999607e-05,,TPP2_HUMAN,8,,1.2858924119744908e-06,5.115493065999607e-05,-0.328916788101196,Up,4.291112499679567,TPP2,Tripeptidyl-peptidase 2,TPP2_HUMAN,P29144
0.329461574554443,7.573096632957458,,0.1758073980139967,0.2915179137681999,,PEAK1_HUMAN,8,,0.1758073980139967,0.2915179137681999,-0.329461574554443,Non-significant,0.535334752700375,PEAK1,Inactive tyrosine-protein kinase PEAK1,PEAK1_HUMAN,Q9H792
0.329571604728699,7.291390001773836,,0.085467257922945,0.1685278565975183,,D19L4_HUMAN,6,,0.085467257922945,0.1685278565975183,-0.329571604728699,Non-significant,0.7733283027055642,DPY19L4,Probable C-mannosyltransferase DPY19L4,D19L4_HUMAN,Q7Z388
0.329857587814331,13.77607405185701,,1.7248232317892872e-07,1.338651985364976e-05,,3HAO_HUMAN,8,,1.7248232317892872e-07,1.338651985364976e-05,-0.329857587814331,Up,4.873332313563234,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",3HAO_HUMAN,P46952
0.329973697662354,8.647104501724245,,0.0007082982056782,0.0044668273196892,,NDK8_HUMAN,8,,0.0007082982056782,0.0044668273196892,-0.329973697662354,Up,2.350000836325041,NME2P1,Putative nucleoside diphosphate kinase,NDK8_HUMAN,O60361
0.330306053161621,9.236608982086182,,0.0049400596596226,0.0190375864493359,,ATRN_HUMAN,8,,0.0049400596596226,0.0190375864493359,-0.330306053161621,Up,1.720388111528032,ATRN,Attractin,ATRN_HUMAN,O75882
0.330796003341675,15.454319357872,,0.0583683783740721,0.1257790962700614,,MT2_HUMAN,8,,0.0583683783740721,0.1257790962700614,-0.330796003341675,Non-significant,0.9003915300267387,MT2A,Metallothionein-2,MT2_HUMAN,P02795
0.331258296966553,11.809746265411384,,0.0966821994641205,0.1850308946997289,,TM14C_HUMAN,8,,0.0966821994641205,0.1850308946997289,-0.331258296966553,Non-significant,0.7327557511786337,TMEM14C,Transmembrane protein 14C,TM14C_HUMAN,Q9P0S9
0.332693099975586,9.34659504890442,,0.0001068209804085,0.001096722171037,,CP4V2_HUMAN,8,,0.0001068209804085,0.001096722171037,-0.332693099975586,Up,2.959903376862284,CYP4V2,Cytochrome P450 4V2,CP4V2_HUMAN,Q6ZWL3
0.332859516143799,12.453855276107774,,1.0639800401641421e-07,9.794593785466083e-06,,OPLA_HUMAN,8,,1.0639800401641421e-07,9.794593785466083e-06,-0.332859516143799,Up,5.009013570939158,OPLAH,5-oxoprolinase,OPLA_HUMAN,O14841
0.333878636360168,6.817420303821564,,0.1862393917728999,0.3050183625632996,,AMNLS_HUMAN,6,,0.1862393917728999,0.3050183625632996,-0.333878636360168,Non-significant,0.5156740146864484,AMN,Protein amnionless,AMNLS_HUMAN,Q9BXJ7
0.334466218948364,6.964360833168032,,0.0817152960540924,0.1632114628403655,,PHLD_HUMAN,8,,0.0817152960540924,0.1632114628403655,-0.334466218948364,Non-significant,0.7872493426808416,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D,PHLD_HUMAN,P80108
0.33451235294342,6.760851800441744,,0.3955675228332975,0.5362152075733301,,CQ10A_HUMAN,6,,0.3955675228332975,0.5362152075733301,-0.33451235294342,Non-significant,0.270660873173871,COQ10A,"Coenzyme Q-binding protein COQ10 homolog A, mitochondrial",CQ10A_HUMAN,Q96MF6
0.334904909133911,10.071537137031552,,0.0079949094856457,0.0273553225844147,,RT21_HUMAN,8,,0.0079949094856457,0.0273553225844147,-0.334904909133911,Up,1.5629581594898665,MRPS21,Small ribosomal subunit protein bS21m,RT21_HUMAN,P82921
0.334953784942627,11.809646844863895,,3.122934403816235e-05,0.0004457526406004,,S27A5_HUMAN,8,,3.122934403816235e-05,0.0004457526406004,-0.334953784942627,Up,3.350906075421678,SLC27A5,Long-chain fatty acid transport protein 5,S27A5_HUMAN,Q9Y2P5
0.335011959075928,8.938422918319702,,0.0009115345850486,0.0054000020645721,,CTR2_HUMAN,8,,0.0009115345850486,0.0054000020645721,-0.335011959075928,Up,2.267606074134045,SLC7A2,Cationic amino acid transporter 2,CTR2_HUMAN,P52569
0.335290431976318,11.528740882873535,,1.019726014045059e-05,0.0001978930735274,,MYO1D_HUMAN,8,,1.019726014045059e-05,0.0001978930735274,-0.335290431976318,Up,3.7035694063062863,MYO1D,Unconventional myosin-Id,MYO1D_HUMAN,O94832
0.335565567016602,9.598372220993042,,0.0321210721614053,0.079315233338877,,PEMT_HUMAN,8,,0.0321210721614053,0.079315233338877,-0.335565567016602,Non-significant,1.1006433937711562,PEMT,Phosphatidylethanolamine N-methyltransferase,PEMT_HUMAN,Q9UBM1
0.336033821105957,14.118848085403435,,9.714578008967412e-06,0.0001917868376565,,DPYS_HUMAN,8,,9.714578008967412e-06,0.0001917868376565,-0.336033821105957,Up,3.717181201801847,DPYS,Dihydropyrimidinase,DPYS_HUMAN,Q14117
0.336656093597412,11.506813764572126,,0.000192172591626,0.0016559737891341,,CATF_HUMAN,8,,0.000192172591626,0.0016559737891341,-0.336656093597412,Up,2.7809465415393597,CTSF,Cathepsin F,CATF_HUMAN,Q9UBX1
0.336991786956787,8.907752037048342,,0.0069172470701207,0.0245019477931254,,ARH_HUMAN,8,,0.0069172470701207,0.0245019477931254,-0.336991786956787,Up,1.6107993898321136,LDLRAP1,Low density lipoprotein receptor adapter protein 1,ARH_HUMAN,Q5SW96
0.337316393852234,7.2116801142692575,,0.0525827126507501,0.1156226958528169,,MTSS1_HUMAN,8,,0.0525827126507501,0.1156226958528169,-0.337316393852234,Non-significant,0.936956908855098,MTSS1,Protein MTSS 1,MTSS1_HUMAN,O43312
0.337383508682251,9.999395489692686,,0.0213311502497689,0.0577185709142647,,PGK2_HUMAN,8,,0.0213311502497689,0.0577185709142647,-0.337383508682251,Non-significant,1.2386844303805593,PGK2,Phosphoglycerate kinase 2,PGK2_HUMAN,P07205
0.337723731994629,11.915212392806994,,0.0001013421076043,0.0010613809165145,,ENOF1_HUMAN,8,,0.0001013421076043,0.0010613809165145,-0.337723731994629,Up,2.9741287251925423,ENOSF1,Mitochondrial enolase superfamily member 1,ENOF1_HUMAN,Q7L5Y1
0.337938547134399,10.724193215370184,,0.6708303003356837,0.7833683937642898,,K2C5_HUMAN,8,,0.6708303003356837,0.7833683937642898,-0.337938547134399,Non-significant,0.1060339547318163,KRT5,"Keratin, type II cytoskeletal 5",K2C5_HUMAN,P13647
0.338034709294638,8.476446906725565,,0.2875412691223941,0.4237096435107509,,GTR10_HUMAN,7,,0.2875412691223941,0.4237096435107509,-0.338034709294638,Non-significant,0.3729316514678688,SLC2A10,"Solute carrier family 2, facilitated glucose transporter member 10",GTR10_HUMAN,O95528
0.338446617126465,10.170188426971436,,0.0283654402384332,0.0717942699640047,,KTAP2_HUMAN,8,,0.0283654402384332,0.0717942699640047,-0.338446617126465,Non-significant,1.1439102162356674,KRTCAP2,Keratinocyte-associated protein 2,KTAP2_HUMAN,Q8N6L1
0.338448524475098,6.999303579330446,,0.581038324993698,0.7070320803020003,,ABHEA_HUMAN,4,,0.581038324993698,0.7070320803020003,-0.338448524475098,Non-significant,0.1505608804293307,ABHD14A,Protein ABHD14A,ABHEA_HUMAN,Q9BUJ0
0.338479518890381,8.61598515510559,,0.0103299696360178,0.0333465095460577,,PDK2_HUMAN,8,,0.0103299696360178,0.0333465095460577,-0.338479518890381,Up,1.4769496179459105,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",PDK2_HUMAN,Q15119
0.339563846588135,12.167304277420037,,7.24538214528762e-05,0.0008325584279991,,SIAT1_HUMAN,8,,7.24538214528762e-05,0.0008325584279991,-0.339563846588135,Up,3.07958527846162,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",SIAT1_HUMAN,P15907
