"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.133590000000002,8.4004675,-0.97083656813684,0.362888589167492,0.45000494396821,-8.03344941222079,"MED11_HUMAN",5,-0.926885612241902,0.384829533383722,0.474866241318839,-0.133590000000002,"Non-significant",0.323428703717774,"MED11","Mediator of RNA polymerase II transcription subunit 11","MED11_HUMAN"
0.0799249999999994,9.468615,0.927632233868484,0.383432844371557,0.470587257979851,-8.07493860168467,"DPOG2_HUMAN",13,0.926812525736741,0.3848649519035,0.474866241318839,0.0799249999999994,"Non-significant",0.323428703717774,"POLG2","DNA polymerase subunit gamma-2","DPOG2_HUMAN"
0.112690000000001,9.030735,0.982425858892171,0.357522511869274,0.444587988088119,-8.0220721256416,"TM208_HUMAN",3,0.926695049971726,0.384921887061863,0.474866241318839,0.112690000000001,"Non-significant",0.323428703717774,"TMEM208","Transmembrane protein 208","TM208_HUMAN"
0.0335750000000026,11.6141875,0.957006632679023,0.36937215955985,0.456658789495605,-8.04689006247178,"RT22_HUMAN",22,0.92625051620912,0.385137389466346,0.475059593935064,0.0335750000000026,"Non-significant",0.323251906809361,"MRPS22","Small ribosomal subunit protein mS22","RT22_HUMAN"
0.0355249999999963,17.5142625,0.838607631201385,0.42846194447011,0.51492604777391,-8.15566135483382,"CALR_HUMAN",32,0.926094895519279,0.385212853081219,0.475071644882218,0.0355249999999963,"Non-significant",0.323240890100011,"CALR","Calreticulin","CALR_HUMAN"
-0.2762925,6.32541125,-0.941013800138739,0.376978540690903,0.464145855964139,-8.06224582605376,"DHDDS_HUMAN",6,-0.925977099782896,0.385269981975782,0.475071644882218,-0.2762925,"Non-significant",0.323240890100011,"DHDDS","Dehydrodolichyl diphosphate synthase complex subunit DHDDS","DHDDS_HUMAN"
0.0405000000000015,13.19605,1.20971955113082,0.264338927001843,0.34776229605402,-7.7792839669267,"NCLN_HUMAN",25,0.925866798676211,0.385323481856714,0.475071644882218,0.0405000000000015,"Non-significant",0.323240890100011,"NCLN","BOS complex subunit NCLN","NCLN_HUMAN"
0.293069999999998,6.3915075,0.941878776679759,0.376564157566834,0.463706289703339,-8.06142047136946,"PIGP_HUMAN",3,0.924685436039439,0.385896832793247,0.475705978262592,0.293069999999998,"Non-significant",0.322661390707193,"PIGP","Phosphatidylinositol N-acetylglucosaminyltransferase subunit P","PIGP_HUMAN"
0.0410924999999995,10.02357375,0.877771847708743,0.408204576970627,0.496168059496779,-8.12095822920227,"KIF1C_HUMAN",46,0.9241696725803,0.38614734850639,0.475942210731495,0.0410924999999995,"Non-significant",0.32244577644767,"KIF1C","Kinesin-like protein KIF1C","KIF1C_HUMAN"
-0.211969999999999,6.7331125,-0.936932488512972,0.378938385901513,0.466132852418495,-8.06613217536412,"BUD23_HUMAN",7,-0.923549901208411,0.386448543689312,0.476240826138238,-0.211969999999999,"Non-significant",0.322173377082023,"BUD23","18S rRNA (guanine-N(7))-methyltransferase","BUD23_HUMAN"
0.0751675000000027,9.70892625,0.975465253153905,0.360738087768627,0.447627565771233,-8.02891783110064,"GOGA7_HUMAN",8,0.923119134252176,0.386657990391577,0.476426301270598,0.0751675000000027,"Non-significant",0.322004271157794,"GOLGA7","Golgin subfamily A member 7","GOGA7_HUMAN"
-0.0828250000000015,9.4768325,-0.956581238568421,0.369572969879494,0.456837179314261,-8.04730111573512,"TM209_HUMAN",15,-0.92281472384597,0.386806051428624,0.476536094146863,-0.0828250000000015,"Non-significant",0.321904199128185,"TMEM209","Transmembrane protein 209","TM209_HUMAN"
-0.0463749999999976,13.5852875,-1.26991651764362,0.243341639579177,0.324844008706605,-7.70924932589137,"ERF1_HUMAN",27,-0.920566182487865,0.387901023929321,0.477812248768775,-0.0463749999999976,"Non-significant",0.320742721257333,"ETF1","Eukaryotic peptide chain release factor subunit 1","ERF1_HUMAN"
0.0369499999999992,11.55875,0.861423483805246,0.416575116755779,0.504143834217242,-8.13560132661654,"NHP2_HUMAN",7,0.920104920997694,0.388125930399021,0.477979214416052,0.0369499999999992,"Non-significant",0.320590988870488,"NHP2","H/ACA ribonucleoprotein complex subunit 2","NHP2_HUMAN"
-0.0287500000000023,14.976525,-0.840632163058362,0.427397542190929,0.513932510194775,-8.15389921851054,"RL5_HUMAN",17,-0.920045646772037,0.388154838974015,0.477979214416052,-0.0287500000000023,"Non-significant",0.320590988870488,"RPL5","Large ribosomal subunit protein uL18","RL5_HUMAN"
0.0624924999999976,9.05370875,0.939887746750422,0.377518510228512,0.464669121086807,-8.06331940952052,"PMGT1_HUMAN",21,0.919520876092051,0.388410844483805,0.478221607915095,0.0624924999999976,"Non-significant",0.320370804660477,"POMGNT1","Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1","PMGT1_HUMAN"
-0.021574999999995,12.7566625,-0.794515797533795,0.452107800794029,0.537015040972541,-8.19316261867353,"DYL2_HUMAN",2,-0.918849389046688,0.388738608251334,0.478552264772393,-0.021574999999995,"Non-significant",0.320070624109263,"DYNLL2","Dynein light chain 2, cytoplasmic","DYL2_HUMAN"
-0.351117499999999,6.00080625,-0.933594104380936,0.3805471441397,0.467898169467782,-8.06930123736119,"OTUB2_HUMAN",7,-0.918305963390532,0.389004014209173,0.478806067740634,-0.351117499999999,"Non-significant",0.319840354569768,"OTUB2","Ubiquitin thioesterase OTUB2","OTUB2_HUMAN"
0.0920700000000014,8.04491,0.918637190118812,0.3878174915243,0.475196366972928,-8.08339012091035,"FXL20_HUMAN",14,0.916602977754424,0.389836617851261,0.479702371182082,0.0920700000000014,"Non-significant",0.319028134799167,"FBXL20","F-box/LRR-repeat protein 20","FXL20_HUMAN"
0.0541500000000017,11.40385,0.905702197916721,0.394187686694772,0.481665770454095,-8.09542903822902,"RT02_HUMAN",13,0.916516207977518,0.389879075839821,0.479702371182082,0.0541500000000017,"Non-significant",0.319028134799167,"MRPS2","Small ribosomal subunit protein uS2m","RT02_HUMAN"
-0.2981375,6.34728375,-0.932166073635941,0.381236865961261,0.468532398899935,-8.07065412618561,"TBPL1_HUMAN",3,-0.916452495956837,0.389910253453703,0.479702371182082,-0.2981375,"Non-significant",0.319028134799167,"TBPL1","TATA box-binding protein-like 1","TBPL1_HUMAN"
-0.372707500000002,6.52593875,-0.932021443695395,0.381306772559882,0.468547072453865,-8.07079105505102,"CLK3_HUMAN",7,-0.916081298200581,0.39009193681185,0.479852857289633,-0.372707500000002,"Non-significant",0.318891914840775,"CLK3","Dual specificity protein kinase CLK3","CLK3_HUMAN"
-0.0436750000000021,14.3317375,-1.96319136430357,0.0889592323375055,0.142190523034221,-6.77964114286473,"PSMD2_HUMAN",59,-0.915787202310944,0.390235927305577,0.479956938589619,-0.0436750000000021,"Non-significant",0.318797725482375,"PSMD2","26S proteasome non-ATPase regulatory subunit 2","PSMD2_HUMAN"
-0.105692500000002,7.46100375,-0.924628594931047,0.384892849923012,0.472164047037139,-8.07776797485143,"PKHM1_HUMAN",13,-0.915631125222674,0.390312359334335,0.479977909706288,-0.105692500000002,"Non-significant",0.318778749944053,"PLEKHM1","Pleckstrin homology domain-containing family M member 1","PKHM1_HUMAN"
0.0653750000000048,11.0898125,1.15151610452456,0.286064985582819,0.370495638273662,-7.84483523823708,"UFSP2_HUMAN",22,0.91534579563722,0.390452116025228,0.480076734686937,0.0653750000000048,"Non-significant",0.3186893401502,"UFSP2","Ufm1-specific protease 2","UFSP2_HUMAN"
0.394224999999999,6.547065,0.930625123119369,0.381982173921424,0.469091752021706,-8.07211216692835,"SIAH1_HUMAN",7,0.914929229030013,0.390656220558712,0.480254635859478,0.394224999999999,"Non-significant",0.318528434236237,"SIAH1","E3 ubiquitin-protein ligase SIAH1","SIAH1_HUMAN"
0.152625,7.55694,0.924236661986398,0.385083665088556,0.472326443840788,-8.07813663470863,"CC186_HUMAN",16,0.914062690091089,0.391081051828579,0.480639627640947,0.152625,"Non-significant",0.318180425466556,"CCDC186","Coiled-coil domain-containing protein 186","CC186_HUMAN"
-0.218167500000001,6.78822375,-0.928064284561975,0.383223173597613,0.470472799542756,-8.07453102293536,"PHAR2_HUMAN",9,-0.914047886142303,0.39108831263077,0.480639627640947,-0.218167500000001,"Non-significant",0.318180425466556,"PHACTR2","Phosphatase and actin regulator 2","PHAR2_HUMAN"
-0.0297500000000017,10.914575,-0.797104407365509,0.450695081588082,0.535809434398657,-8.19100766468681,"HYPK_HUMAN",10,-0.913779611580332,0.391219908994365,0.48072826457912,-0.0297500000000017,"Non-significant",0.318100342631334,"HYPK","Huntingtin-interacting protein K","HYPK_HUMAN"
0.0386749999999996,12.3319625,1.08438712350803,0.312921479745417,0.398433711888167,-7.91763715465538,"CBPM_HUMAN",18,0.912475370744139,0.391860145916777,0.481441793501339,0.0386749999999996,"Non-significant",0.317456211736173,"CPM","Carboxypeptidase M","CBPM_HUMAN"
-0.0710574999999984,9.44357125,-0.903071861582519,0.395492457282538,0.483023973959242,-8.09786053427208,"NUDT8_HUMAN",9,-0.91002030024742,0.39306742450842,0.482851670562546,-0.0710574999999984,"Non-significant",0.31618626169095,"NUDT8","Mitochondrial coenzyme A diphosphatase NUDT8","NUDT8_HUMAN"
-0.224987500000001,9.93540125,-0.923140725911211,0.385617602406405,0.472909585836894,-8.07916683897843,"K1143_HUMAN",8,-0.90967818655602,0.393235877652559,0.482928336632172,-0.224987500000001,"Non-significant",0.316117310893026,"KIAA1143","Uncharacterized protein KIAA1143","K1143_HUMAN"
0.0873400000000011,10.0604325,0.918601391215628,0.387835015825858,0.475196366972928,-8.08342362661115,"ATG12_HUMAN",4,0.909650876396328,0.393249327194477,0.482928336632172,0.0873400000000011,"Non-significant",0.316117310893026,"ATG12","Ubiquitin-like protein ATG12","ATG12_HUMAN"
0.0364574999999991,9.64271125,0.876123780164147,0.409042847447973,0.497037482850567,-8.12244449429685,"SMCE1_HUMAN",21,0.908642878256968,0.393745978922134,0.483464795325476,0.0364574999999991,"Non-significant",0.315635144647225,"SMARCE1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1","SMCE1_HUMAN"
0.140885000000001,8.549845,0.917041935148547,0.388598971893358,0.476032300623962,-8.08488218379412,"PTBP2_HUMAN",9,0.908201536108586,0.39396357947783,0.483574042829147,0.140885000000001,"Non-significant",0.315537019140087,"PTBP2","Polypyrimidine tract-binding protein 2","PTBP2_HUMAN"
-0.0557149999999993,9.7186275,-1.26734253546214,0.244209542355518,0.325841157289477,-7.71228878891553,"CNOT9_HUMAN",15,-0.908131109722912,0.39399831094992,0.483574042829147,-0.0557149999999993,"Non-significant",0.315537019140087,"CNOT9","CCR4-NOT transcription complex subunit 9","CNOT9_HUMAN"
-0.062125,11.4185375,-2.21105704004162,0.0613838882012827,0.104654285663566,-6.41234498559459,"SYSM_HUMAN",30,-0.908019194806488,0.394053507575462,0.483574042829147,-0.062125,"Non-significant",0.315537019140087,"SARS2","Serine--tRNA ligase, mitochondrial","SYSM_HUMAN"
-0.12867,7.6573875,-0.992784527267582,0.352777874174453,0.439707564680355,-8.01181562895717,"LYSM1_HUMAN",6,-0.907977126745758,0.394074257097067,0.483574042829147,-0.12867,"Non-significant",0.315537019140087,"LYSMD1","LysM and putative peptidoglycan-binding domain-containing protein 1","LYSM1_HUMAN"
0.103319999999998,8.5421575,1.03722100621654,0.332974554282684,0.419197895954206,-7.96689866261278,"IRAK1_HUMAN",17,0.907595716841013,0.394262419532372,0.483731502289035,0.103319999999998,"Non-significant",0.315395628913386,"IRAK1","Interleukin-1 receptor-associated kinase 1","IRAK1_HUMAN"
-0.106192499999997,8.34202125,-0.921749607872833,0.386296144266406,0.473598018217103,-8.08047313048929,"NOL10_HUMAN",19,-0.906879989692605,0.394615691787731,0.484091461029022,-0.106192499999997,"Non-significant",0.315072577885207,"NOL10","Nucleolar protein 10","NOL10_HUMAN"
0.0326750000000011,14.6179875,0.832903483414479,0.431471001895045,0.517598710050111,-8.16060737080501,"TMED2_HUMAN",9,0.905903703303441,0.395097950432962,0.484609519476424,0.0326750000000011,"Non-significant",0.314608059006859,"TMED2","Transmembrane emp24 domain-containing protein 2","TMED2_HUMAN"
0.0159500000000001,15.000275,0.729960071806699,0.48831801652177,0.571211943204844,-8.24497420616423,"CAZA2_HUMAN",15,0.905104746463394,0.395492937925651,0.484962236292764,0.0159500000000001,"Non-significant",0.314292078321867,"CAPZA2","F-actin-capping protein subunit alpha-2","CAZA2_HUMAN"
-0.0255249999999982,13.4112375,-0.868732366370202,0.41281773384648,0.500721149862109,-8.12908242235776,"RTRAF_HUMAN",18,-0.905079320055667,0.395505513007782,0.484962236292764,-0.0255249999999982,"Non-significant",0.314292078321867,"RTRAF","RNA transcription, translation and transport factor protein","RTRAF_HUMAN"
0.0626499999999979,11.2461,0.916750515496285,0.388741857995499,0.476090975481457,-8.08515453054926,"GLYG2_HUMAN",15,0.904351305275554,0.395865691270897,0.485330256718134,0.0626499999999979,"Non-significant",0.31396263282212,"GYG2","Glycogenin-2","GLYG2_HUMAN"
0.0649249999999988,13.2256875,1.13251249349004,0.293469791114665,0.378388310987373,-7.86575659357067,"SC11A_HUMAN",10,0.903251816388399,0.396410112886369,0.485924013111998,0.0649249999999988,"Non-significant",0.313431638693016,"SEC11A","Signal peptidase complex catalytic subunit SEC11A","SC11A_HUMAN"
-0.044674999999998,14.0501625,-1.02440675796704,0.338594057189028,0.424977603145794,-7.98000264234638,"PECR_HUMAN",16,-0.902751263772417,0.396658149341578,0.486154332240785,-0.044674999999998,"Non-significant",0.313225839789957,"PECR","Peroxisomal trans-2-enoyl-CoA reductase","PECR_HUMAN"
-1.2836575,6.88163625,-0.918636214547381,0.387817969078853,0.475196366972928,-8.08339103400243,"ORML2_HUMAN",1,-0.902546788588075,0.396759504971472,0.486204833032809,-1.2836575,"Non-significant",0.313180728444045,"ORMDL2","ORM1-like protein 2","ORML2_HUMAN"
0.123049999999999,10.843425,0.911248310538638,0.391446954121627,0.478751056160556,-8.09028373900529,"S39A7_HUMAN",3,0.902044189561461,0.397008718013726,0.486436481386228,0.123049999999999,"Non-significant",0.312973861632935,"SLC39A7","Zinc transporter SLC39A7","S39A7_HUMAN"
0.0923749999999988,11.2627625,0.902312578796044,0.395869687614051,0.483355692595827,-8.09856136995186,"OSB10_HUMAN",3,0.901674298227665,0.397192202039534,0.48658753699387,0.0923749999999988,"Non-significant",0.312839018882608,"OSBPL10","Oxysterol-binding protein-related protein 10","OSB10_HUMAN"
-0.056772500000001,8.87346625,-0.878751849525334,0.407706701340569,0.495637429227826,-8.12007337130767,"PTCD1_HUMAN",24,-0.90147036567169,0.397293389270632,0.486637742911731,-0.056772500000001,"Non-significant",0.312794210853972,"PTCD1","Pentatricopeptide repeat-containing protein 1, mitochondrial","PTCD1_HUMAN"
0.0929299999999955,10.058755,1.00314523334111,0.348080944649822,0.43512809706225,-8.00147536881702,"SIN3A_HUMAN",35,0.900378415978622,0.397835516829028,0.487227951898338,0.0929299999999955,"Non-significant",0.31226780451519,"SIN3A","Paired amphipathic helix protein Sin3a","SIN3A_HUMAN"
0.111620000000001,7.1037675,0.905718530506163,0.394179594876691,0.481665770454095,-8.09541392269558,"MTEF4_HUMAN",14,0.900059070381654,0.397994167696481,0.487321628622549,0.111620000000001,"Non-significant",0.312184313053399,"MTERF4","Transcription termination factor 4, mitochondrial","MTEF4_HUMAN"
-0.284635,6.617615,-0.914665805828352,0.389765148382809,0.477271882196372,-8.08710079883241,"RHG32_HUMAN",18,-0.899981753097632,0.398032585941615,0.487321628622549,-0.284635,"Non-significant",0.312184313053399,"ARHGAP32","Rho GTPase-activating protein 32","RHG32_HUMAN"
-0.1698775,6.78957625,-0.913453921282225,0.390360923924342,0.477711937635194,-8.08823058942128,"MRP1_HUMAN",24,-0.897925712130501,0.399055218410391,0.488499671423776,-0.1698775,"Non-significant",0.311135724061665,"ABCC1","Multidrug resistance-associated protein 1","MRP1_HUMAN"
0.0855275000000013,7.31752125,0.899036092792064,0.39750055965691,0.485053898506462,-8.10158024383956,"4ET_HUMAN",19,0.897424944165427,0.399304583371295,0.488730912687792,0.0855275000000013,"Non-significant",0.310930190570475,"EIF4ENIF1","Eukaryotic translation initiation factor 4E transporter","4ET_HUMAN"
-0.551744999999999,6.533775,-0.914143185034513,0.390021991832483,0.47744173254308,-8.08758816263108,"SIM13_HUMAN",2,-0.897216786097544,0.399408272623753,0.488783810388766,-0.551744999999999,"Non-significant",0.310883187330282,"SMIM13","Small integral membrane protein 13","SIM13_HUMAN"
0.623134999999999,7.6120925,0.912532358209134,0.390814425037568,0.478049787769168,-8.08908892944592,"MFS10_HUMAN",3,0.896260203793543,0.399885027774307,0.489293169769864,0.623134999999999,"Non-significant",0.310430846680205,"MFSD10","Major facilitator superfamily domain-containing protein 10","MFS10_HUMAN"
-0.0358750000000008,12.1077125,-0.872669233502696,0.410804006990764,0.498733270198196,-8.12555255134992,"SH3L1_HUMAN",8,-0.895755366655738,0.400136804724126,0.489527136761784,-0.0358750000000008,"Non-significant",0.310223228234213,"SH3BGRL","Adapter SH3BGRL","SH3L1_HUMAN"
0.0281500000000001,14.58015,0.795166377934726,0.451752463695877,0.536750722336288,-8.19262158007028,"HEBP1_HUMAN",18,0.895531865989232,0.400248308291332,0.489589448534933,0.0281500000000001,"Non-significant",0.310167950528414,"HEBP1","Heme-binding protein 1","HEBP1_HUMAN"
0.0311750000000011,12.3448375,1.04071698306285,0.331454222241767,0.417572393762501,-7.96330264775406,"GALT1_HUMAN",22,0.893174123251532,0.401425970688572,0.490955684835183,0.0311750000000011,"Non-significant",0.308957706858931,"GALNT1","Polypeptide N-acetylgalactosaminyltransferase 1","GALT1_HUMAN"
0.0613250000000001,11.9544625,0.98961384517527,0.35422498962789,0.44137514893822,-8.01496374743021,"S10AD_HUMAN",4,0.891613374005541,0.402206946110491,0.49183642139351,0.0613250000000001,"Non-significant",0.308179314099643,"S100A13","Protein S100-A13","S10AD_HUMAN"
-0.0247750000000018,11.1802375,-0.852444709075505,0.421224499103534,0.508346951487526,-8.14354817270131,"TRIPB_HUMAN",92,-0.889331038661506,0.403351001895646,0.493160815054077,-0.0247750000000018,"Non-significant",0.307011438325008,"TRIP11","Thyroid receptor-interacting protein 11","TRIPB_HUMAN"
-0.0613775000000008,9.58611875,-0.891111853720219,0.401465215526849,0.489448467134769,-8.10884509938558,"PGLT1_HUMAN",17,-0.888863940382468,0.40358543635127,0.493351582375918,-0.0613775000000008,"Non-significant",0.306843474503263,"POGLUT1","Protein O-glucosyltransferase 1","PGLT1_HUMAN"
-0.109800000000003,10.434375,-0.913319981177901,0.390426811652665,0.477720241990387,-8.08835538338665,"MOB2_HUMAN",9,-0.888776965124616,0.403629099870338,0.493351582375918,-0.109800000000003,"Non-significant",0.306843474503263,"MOB2","MOB kinase activator 2","MOB2_HUMAN"
0.661999999999999,7.7500525,0.904038497476518,0.395012591522334,0.482600782538547,-8.09696762650366,"FBN1_HUMAN",6,0.8884091737602,0.403813777659565,0.493502685942283,0.661999999999999,"Non-significant",0.306710479292748,"FBN1","Fibrillin-1","FBN1_HUMAN"
0.0802025000000004,9.53325625,0.931867999469269,0.381380949995735,0.468566988724051,-8.0709363106125,"YIPF1_HUMAN",5,0.888244259086895,0.403896605815053,0.493529291731379,0.0802025000000004,"Non-significant",0.306687066176141,"YIPF1","Protein YIPF1","YIPF1_HUMAN"
-0.15596,8.5986425,-0.920488760836667,0.386911910310841,0.474281008650671,-8.08165574959018,"STXB4_HUMAN",14,-0.887262998973389,0.404389699975335,0.494057125891873,-0.15596,"Non-significant",0.30622283240176,"STXBP4","Syntaxin-binding protein 4","STXB4_HUMAN"
-0.167807500000003,7.88667625,-0.901245972645821,0.396400050477879,0.483930162817202,-8.09954507751836,"COIL_HUMAN",11,-0.886662793113663,0.40469152760413,0.494351158776512,-0.167807500000003,"Non-significant",0.305964443505099,"COIL","Coilin","COIL_HUMAN"
0.0786000000000016,15.100625,0.930749295555113,0.381922075454258,0.469089216820661,-8.07199474577351,"TBB2A_HUMAN",1,0.886171999719475,0.404938457288091,0.494578052320888,0.0786000000000016,"Non-significant",0.30576516004795,"TUBB2A","Tubulin beta-2A chain","TBB2A_HUMAN"
-0.397162499999999,6.86250875,-0.900800421841271,0.39662175222749,0.484127699072003,-8.09995572420868,"RBIS_HUMAN",4,-0.885763595832625,0.405144019019007,0.494713312188318,-0.397162499999999,"Non-significant",0.305646403094193,"RBIS","Ribosomal biogenesis factor","RBIS_HUMAN"
0.264755,6.545505,0.902979660170484,0.395538251099372,0.483023973959242,-8.09794566340932,"TM6S2_HUMAN",4,0.885708789703701,0.40517161037816,0.494713312188318,0.264755,"Non-significant",0.305646403094193,"TM6SF2","Transmembrane 6 superfamily member 2","TM6S2_HUMAN"
-0.506282499999999,6.54846375,-0.900011787653551,0.397014392216904,0.484533796208552,-8.10068217975947,"LGR4_HUMAN",6,-0.884475287722369,0.405792963363983,0.49539714890063,-0.506282499999999,"Non-significant",0.305046497185561,"LGR4","Leucine-rich repeat-containing G-protein coupled receptor 4","LGR4_HUMAN"
0.0224250000000019,11.3127625,0.778882143125654,0.460704434106594,0.544744578830251,-8.20605173851818,"RPR1B_HUMAN",10,0.882178708604462,0.406951678662498,0.496736698675471,0.0224250000000019,"Non-significant",0.303873753345851,"RPRD1B","Regulation of nuclear pre-mRNA domain-containing protein 1B","RPR1B_HUMAN"
0.3854875,6.92721125,0.897357089053082,0.398338193121343,0.486002658867897,-8.10312383489457,"S12A6_HUMAN",8,0.881281614055829,0.4074049549261,0.497145220679043,0.3854875,"Non-significant",0.303516731332623,"SLC12A6","Solute carrier family 12 member 6","S12A6_HUMAN"
-0.0541774999999998,9.47655375,-0.858915156314206,0.417870256147683,0.505332926457469,-8.13782820895563,"CAN7_HUMAN",40,-0.881272878624399,0.407409370503276,0.497145220679043,-0.0541774999999998,"Non-significant",0.303516731332623,"CAPN7","Calpain-7","CAN7_HUMAN"
0.0304500000000001,12.144025,0.882393672666268,0.40586038838612,0.493863952901503,-8.11677813513844,"GMDS_HUMAN",22,0.881060475292642,0.4075167466902,0.497201186942926,0.0304500000000001,"Non-significant",0.303467843260184,"GMDS","GDP-mannose 4,6 dehydratase","GMDS_HUMAN"
-0.0698125000000012,9.63735375,-0.869090287237198,0.412634361705452,0.500573847465881,-8.12876203846496,"MET14_HUMAN",15,-0.879030684826811,0.408543908814523,0.498379175210955,-0.0698125000000012,"Non-significant",0.30244011297794,"METTL14","N6-adenosine-methyltransferase non-catalytic subunit","MET14_HUMAN"
-0.046050000000001,11.568125,-1.04900494868944,0.327871777875463,0.414170372305468,-7.95474180777543,"LMA2L_HUMAN",15,-0.878339859308713,0.408893927168886,0.498730890796152,-0.046050000000001,"Non-significant",0.302133731266647,"LMAN2L","VIP36-like protein","LMA2L_HUMAN"
0.0181749999999994,11.3938625,0.672236641878894,0.522267229465406,0.603155595909255,-8.28807972455539,"VAC14_HUMAN",28,0.878189689830665,0.408970041994671,0.498744275871483,0.0181749999999994,"Non-significant",0.302122075709595,"VAC14","Protein VAC14 homolog","VAC14_HUMAN"
-0.0422750000000001,13.2507375,-1.26243656571065,0.245871070564727,0.327625430823391,-7.71807106276468,"FCL_HUMAN",15,-0.8780747508112,0.409028306909818,0.498744275871483,-0.0422750000000001,"Non-significant",0.302122075709595,"GFUS","GDP-L-fucose synthase","FCL_HUMAN"
0.0388999999999999,10.836025,0.833090841661109,0.431371930031277,0.517598710050111,-8.16044535633133,"DCTN5_HUMAN",6,0.877464838001675,0.409337585352603,0.499046108960044,0.0388999999999999,"Non-significant",0.301859326236742,"DCTN5","Dynactin subunit 5","DCTN5_HUMAN"
-0.130195000000002,7.5608975,-0.884077770808375,0.405008651009413,0.493099100182119,-8.1152505956223,"FOXP4_HUMAN",7,-0.8754104052561,0.410380614256839,0.500242271910425,-0.130195000000002,"Non-significant",0.300819611922301,"FOXP4","Forkhead box protein P4","FOXP4_HUMAN"
0.117017499999999,9.73198125,1.0045079618629,0.347466778118443,0.434561963102488,-8.00010928168723,"DOPP1_HUMAN",5,0.874082033108375,0.41105605410813,0.500990061121233,0.117017499999999,"Non-significant",0.300170889787485,"DOLPP1","Dolichyldiphosphatase 1","DOPP1_HUMAN"
-0.0560000000000009,13.74925,-0.863035407216709,0.415744345876879,0.503217547402148,-8.13416747726652,"PRPS1_HUMAN",18,-0.873748009607347,0.411226022880807,0.501121655803643,-0.0560000000000009,"Non-significant",0.300056828962166,"PRPS1","Ribose-phosphate pyrophosphokinase 1","PRPS1_HUMAN"
0.0526749999999954,14.8404625,1.23843176207441,0.254140283350265,0.336611989566626,-7.74615534532123,"RL18_HUMAN",11,0.873562809544121,0.411320284471425,0.501160967648859,0.0526749999999954,"Non-significant",0.300022760891823,"RPL18","Large ribosomal subunit protein eL18","RL18_HUMAN"
0.107527499999998,8.77581375,0.878834611577683,0.407664675468767,0.495637429227826,-8.11999860773576,"GLRX2_HUMAN",6,0.872872578479202,0.411671730988928,0.501510508233117,0.107527499999998,"Non-significant",0.299719962703692,"GLRX2","Glutaredoxin-2, mitochondrial","GLRX2_HUMAN"
0.0752500000000005,10.541275,0.868330179752862,0.413023854605358,0.500895996515395,-8.12944230185358,"DHRSX_HUMAN",15,0.872744554951562,0.411736941019582,0.501510508233117,0.0752500000000005,"Non-significant",0.299719962703692,"DHRSX","Polyprenol dehydrogenase","DHRSX_HUMAN"
0.285295000000001,5.85607,0.887720683827876,0.403170690449347,0.49123133718753,-8.1119383188066,"SORC2_HUMAN",7,0.87255528487135,0.411833361337191,0.501510508233117,0.285295000000001,"Non-significant",0.299719962703692,"SORCS2","VPS10 domain-containing receptor SorCS2","SORC2_HUMAN"
0.0441499999999984,10.510325,0.828349646338236,0.433883930986875,0.520184487417222,-8.16453595644954,"MTM1_HUMAN",32,0.87243419225607,0.411895058453371,0.501510508233117,0.0441499999999984,"Non-significant",0.299719962703692,"MTM1","Myotubularin","MTM1_HUMAN"
-0.0307500000000047,13.11015,-0.814193690769606,0.441445220605472,0.526982974177231,-8.17663421799647,"SGT1_HUMAN",22,-0.872390365301803,0.411917390097694,0.501510508233117,-0.0307500000000047,"Non-significant",0.299719962703692,"SUGT1","Protein SGT1 homolog","SGT1_HUMAN"
-0.790220000000001,6.535245,-0.886468085526293,0.403801977397563,0.491852227743295,-8.11307846554343,"TOB1_HUMAN",5,-0.871055274355866,0.412598095883111,0.502263615816746,-0.790220000000001,"Non-significant",0.299068281172193,"TOB1","Protein Tob1","TOB1_HUMAN"
0.397507500000001,6.08997625,0.88528525589274,0.404398763213932,0.492504927385597,-8.11415391811236,"CY561_HUMAN",2,0.870577249560906,0.412842018850924,0.502409556935171,0.397507500000001,"Non-significant",0.298942107955709,"CYB561","Transmembrane ascorbate-dependent reductase CYB561","CY561_HUMAN"
0.131624999999998,11.2103375,0.943110677029404,0.375974583374601,0.463121389426531,-8.06024397712178,"DPCD_HUMAN",7,0.870576706878835,0.412842295826228,0.502409556935171,0.131624999999998,"Non-significant",0.298942107955709,"DPCD","Protein DPCD","DPCD_HUMAN"
0.1119425,7.30774875,0.883781987585208,0.405158149980047,0.493206826248301,-8.1155190518402,"ARID2_HUMAN",16,0.869309793566597,0.413489273781517,0.503121150079181,0.1119425,"Non-significant",0.298327425529327,"ARID2","AT-rich interactive domain-containing protein 2","ARID2_HUMAN"
-0.0631699999999995,8.6758375,-0.872099742657314,0.41109486441248,0.499005825055725,-8.12606396797442,"COA1_HUMAN",5,-0.868619176760234,0.413842262590416,0.503474865821544,-0.0631699999999995,"Non-significant",0.298022205164918,"COA1","Cytochrome c oxidase assembly factor 1 homolog","COA1_HUMAN"
