"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_I","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.00956583023073065,19.1880958080292,0.317864242785963,0.759336323788906,0.923502955233083,-5.77499534865886,"Q9UM54;A0A5F9ZI03;E7EW20;A0A590UJY4;A0A590UKB0;A0A0A0MRM8;A0A590UJ40;A0A590UJ75;A0A590UK71;A0A590UK86;A0A1Y0BRN3;A0A590UK22;A0A0D9SGC1",59,0.395339529915688,0.701900696982442,0.905024501947229,-0.00956583023072355,"Non-significant",0.0433396628760871,"MYO6","Unconventional myosin-VI","Q9UM54;A0A5F9ZI03;E7EW20;A0A590UJY4;A0A590UKB0;A0A0A0MRM8;A0A590UJ40;A0A590UJ75;A0A590UK71;A0A590UK86;A0A1Y0BRN3;A0A590UK22;A0A0D9SGC1"
0.0678858757018759,15.3701758384705,0.436724808506891,0.674722808323449,0.891913782925327,-5.72941643067581,"Q9Y5U2;C9JHT9;C9JDU0;E9PME3;C9JJV1;A6NCC9;E9PL88",1,0.397021165329845,0.700704189144143,0.905024501947229,-0.0678858757018759,"Non-significant",0.0433396628760871,"TSSC4","Protein TSSC4","Q9Y5U2;C9JHT9;C9JDU0;E9PME3;C9JJV1;A6NCC9;E9PL88"
-0.0198206901550435,20.0075228214264,-0.364457252910524,0.725669577045726,0.911691094095307,-5.75877249563931,"P62070;E9PK85",14,-0.394476975523341,0.702514754573971,0.905247996169973,0.0198206901550506,"Non-significant",0.0432324278512286,"RRAS2","Ras-related protein R-Ras2","P62070;E9PK85"
-0.0270633697509517,17.7399792671204,-0.43553355705431,0.675549039126153,0.892217074267324,-5.72994112342891,"Q8IXH7;X6RLT1;H0UI80",4,-0.394581590488798,0.702440266377007,0.905247996169973,0.0270633697509517,"Non-significant",0.0432324278512286,"NELFCD","Negative elongation factor C/D","Q8IXH7;X6RLT1;H0UI80"
0.0382070541381765,18.2952041625977,0.502508581959413,0.629860190689675,0.879975761163775,-5.69835590016609,"Q96HJ9",2,0.394749233607968,0.702320907733395,0.905247996169973,-0.0382070541381729,"Non-significant",0.0432324278512286,"FMC1","Protein FMC1 homolog","Q96HJ9"
0.0201277732849263,17.2481639385223,0.379723494136172,0.714772700572377,0.907942564610799,-5.75299312785883,"O60934;E5RGU1",9,0.394180305436107,0.702726008592426,0.905330893779329,-0.0201277732849263,"Non-significant",0.0431926593832196,"NBN","Nibrin","O60934;E5RGU1"
0.0137205123901474,21.1377205848694,0.393498381337942,0.705000416533735,0.904357201804637,-5.74758339007605,"Q16718;H7BYD0;C9IZN5;F8WAS3;A0A087X1G1",10,0.393953621195002,0.702887445015532,0.905349589503701,-0.0137205123901509,"Non-significant",0.0431836909870775,"NDUFA5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5","Q16718;H7BYD0;C9IZN5;F8WAS3;A0A087X1G1"
-0.00973844528197532,24.446549654007,-0.322358793010096,0.756063047606614,0.921998911409452,-5.77352392136343,"P11142;P54652;E9PKE3;E9PQK7;E9PN89;E9PPY6;E9PK54;E9PLF4;E9PQQ4;E9PN25",42,-0.392835663659689,0.70368384487962,0.90543243555627,0.00973844528197532,"Non-significant",0.0431439517108918,"HSPA8","Heat shock cognate 71 kDa protein","P11142;P54652;E9PKE3;E9PQK7;E9PN89;E9PPY6;E9PK54;E9PLF4;E9PQQ4;E9PN25"
-0.357776880264304,16.5497828722,-0.360369352884712,0.728599078054066,0.91302811364383,-5.76028136215682,"P16109;Q5R345;Q5R341;Q5R349;Q5R342",1,-0.392255302146887,0.704097428131555,0.90543243555627,0.3577768802643,"Non-significant",0.0431439517108918,"SELP","P-selectin","P16109;Q5R345;Q5R341;Q5R349;Q5R342"
-0.0221524238586497,17.2997672557831,-0.810718159437741,0.442718104770081,0.807732260069621,-5.50138296743881,"P19388;A0A0A0MQR7;A0A087WVZ9;A0A087WWX0",3,-0.393192236759766,0.703429791168476,0.90543243555627,0.0221524238586532,"Non-significant",0.0431439517108918,"POLR2E","DNA-directed RNA polymerases I, II, and III subunit RPABC1","P19388;A0A0A0MQR7;A0A087WVZ9;A0A087WWX0"
0.00914716720579634,24.4224541187286,0.326619272909019,0.752965133631343,0.920587362496233,-5.77211062525179,"Q16698;E5RFV2;E5RJG7;E5RJD2",30,0.392539812681257,0.703894664404997,0.90543243555627,-0.00914716720579989,"Non-significant",0.0431439517108918,"DECR1","2,4-dienoyl-CoA reductase, mitochondrial","Q16698;E5RFV2;E5RJG7;E5RJD2"
-0.0421304702758967,19.0478162765503,-0.385071454372632,0.710971843900002,0.906766108916762,-5.75091476466628,"Q5XKP0;A0A140TA84;K7EIR2;A0A140TA86",4,-0.393311467292818,0.703344849645603,0.90543243555627,0.0421304702759002,"Non-significant",0.0431439517108918,"MICOS13","MICOS complex subunit MIC13","Q5XKP0;A0A140TA84;K7EIR2;A0A140TA86"
-0.0223197937011541,17.5953125953674,-0.373786462771488,0.719002286194458,0.909586277875225,-5.75526777160342,"Q96DZ1",9,-0.392213433568565,0.704127268936326,0.90543243555627,0.022319793701147,"Non-significant",0.0431439517108918,"ERLEC1","Endoplasmic reticulum lectin 1","Q96DZ1"
-0.0380997657775737,16.5103862285614,-0.497898266904049,0.632953850681589,0.881016857442953,-5.70066509139689,"Q9H6W3",2,-0.392339988372441,0.704037071734552,0.90543243555627,0.0380997657775737,"Non-significant",0.0431439517108918,"RIOX1","Ribosomal oxygenase 1","Q9H6W3"
-0.0624296665191508,15.5991913080215,-0.447676826252554,0.667149080343316,0.890399097482243,-5.72452914095371,"Q9H7E9;A0A3B3ITA3;A0A3B3IRR6;A0A3B3IT54",1,-0.392490350479042,0.703929913133878,0.90543243555627,0.0624296665191491,"Non-significant",0.0431439517108918,"C8orf33","UPF0488 protein C8orf33","Q9H7E9;A0A3B3ITA3;A0A3B3IRR6;A0A3B3IT54"
0.0224883556365754,15.7768963575363,0.386085605689252,0.710252052994643,0.906766108916762,-5.75051749799663,"Q14692",7,0.391580377400159,0.704578529505634,0.905823680119699,-0.0224883556365754,"Non-significant",0.0429563301413699,"BMS1","Ribosome biogenesis protein BMS1 homolog","Q14692"
0.0409612655639506,15.947078704834,0.465474649821533,0.654928809175592,0.887506061496821,-5.71634389200421,"Q8ND04",2,0.390433245522728,0.705396549558726,0.906686178218788,-0.0409612655639489,"Non-significant",0.0425430047278426,"SMG8","Protein SMG8","Q8ND04"
0.0308628082275213,17.4171762466431,0.365586276316682,0.724861342749558,0.911166438398613,-5.75835288163849,"P13196",8,0.388947975939252,0.706456290953117,0.906940124510541,-0.0308628082275249,"Non-significant",0.0424213837811648,"ALAS1","5-aminolevulinate synthase, nonspecific, mitochondrial","P13196"
0.0124669075012172,19.5163638591766,0.348423885095605,0.737186961572276,0.915224230126124,-5.76459651273117,"P35813;O75688;E9PKB5;E9PJN3;E9PL75;A0A3B3IS24;B8ZZF0;C9JIR6",20,0.389132624308831,0.70632450764752,0.906940124510541,-0.0124669075012243,"Non-significant",0.0424213837811648,"PPM1A","Protein phosphatase 1A","P35813;O75688;E9PKB5;E9PJN3;E9PL75;A0A3B3IS24;B8ZZF0;C9JIR6"
0.0142173767089737,20.1338491439819,0.385320737621065,0.710794886834718,0.906766108916762,-5.75081720734426,"Q02083;H0Y988;R4GNC0;B4DVL2",10,0.38917959880433,0.706290983662352,0.906940124510541,-0.0142173767089773,"Non-significant",0.0424213837811648,"NAAA","N-acylethanolamine-hydrolyzing acid amidase","Q02083;H0Y988;R4GNC0;B4DVL2"
-0.0138182640075755,16.9195334911346,-0.36035857047205,0.728606811414262,0.91302811364383,-5.76028532034486,"Q14669;A0A6Q8PGG9;A0A6Q8PHK0",15,-0.389121570016997,0.706332396790086,0.906940124510541,0.0138182640075755,"Non-significant",0.0424213837811648,"TRIP12","E3 ubiquitin-protein ligase TRIP12","Q14669;A0A6Q8PGG9;A0A6Q8PHK0"
-0.0282869338989471,17.8770833015442,-0.938462400712651,0.377505271852194,0.775146467473548,-5.39719793123523,"Q70IA6;A0A087WVS8",2,-0.388540728252114,0.706746979696915,0.906940124510541,0.0282869338989471,"Non-significant",0.0424213837811648,"MOB2","MOB kinase activator 2","Q70IA6;A0A087WVS8"
0.0354657173156738,17.097724199295,0.52656208676709,0.613848019134002,0.877617515986942,-5.6859886166245,"Q969G5;E9PIE3",2,0.388608337655591,0.706698717393229,0.906940124510541,-0.0354657173156738,"Non-significant",0.0424213837811648,"CAVIN3","Caveolae-associated protein 3","Q969G5;E9PIE3"
0.0948984622955287,16.5670927762985,0.385463336426785,0.71069366965557,0.906766108916762,-5.75076137393831,"Q96MU7;J3QR07",1,0.388506266635155,0.706771580314771,0.906940124510541,-0.0948984622955251,"Non-significant",0.0424213837811648,"YTHDC1","YTH domain-containing protein 1","Q96MU7;J3QR07"
-0.0169601440429794,18.6698088645935,-0.359300015624251,0.729366190931654,0.913131845006265,-5.7606733572376,"Q9ULP9;H3BV07;A0A2R8Y518",15,-0.389743964683801,0.705888268729127,0.906940124510541,0.0169601440429759,"Non-significant",0.0424213837811648,"TBC1D24","TBC1 domain family member 24","Q9ULP9;H3BV07;A0A2R8Y518"
0.106538295745853,15.5376963615417,0.375202377514073,0.717992622537672,0.909586277875225,-5.75472841766698,"H0YJ34;A0A0U1RRM8",1,0.385504416586808,0.708915847401803,0.907324554453531,-0.10653829574585,"Non-significant",0.0422373358775119,"FERMT2","Fermitin family homolog 2 (Fragment)","H0YJ34;A0A0U1RRM8"
0.0430083274841522,16.9112336635589,0.442780758294752,0.670529880246989,0.891724946074519,-5.72672811534145,"J3KS54",2,0.385943017850049,0.708602377987688,0.907324554453531,-0.0430083274841522,"Non-significant",0.0422373358775119,"FLII","Protein flightless-1 homolog","J3KS54"
0.015869140624968,24.1798181533814,0.531479697681653,0.610601331845547,0.877074945678767,-5.68339450566759,"P07437;Q5JP53;Q5ST81",5,0.387540665440208,0.707461026500118,0.907324554453531,-0.0158691406249751,"Non-significant",0.0422373358775119,"TUBB","Tubulin beta chain","P07437;Q5JP53;Q5ST81"
0.0289068222045685,21.4745531082154,0.799973601217634,0.448543949598206,0.810773780411893,-5.5095830547113,"P12524;P12525",2,0.385189281684095,0.709141110908118,0.907324554453531,-0.0289068222045721,"Non-significant",0.0422373358775119,"MYCL","Protein L-Myc","P12524;P12525"
-0.0282740592956685,17.5521976947784,-0.491070620663282,0.637549734152558,0.881038458061233,-5.70404851142696,"P27361;E9PJF0;E9PRH7;E9PQW4;H0YEX6;B3KR49;E9PBK7",3,-0.38770225530454,0.707345630494864,0.907324554453531,0.0282740592956756,"Non-significant",0.0422373358775119,"MAPK3","Mitogen-activated protein kinase 3","P27361;E9PJF0;E9PRH7;E9PQW4;H0YEX6;B3KR49;E9PBK7"
0.00872659683230381,21.1250174045563,0.31407710254309,0.762098479206254,0.923692137857777,-5.7762196110198,"P48637;A0A2R8Y430;A0A2R8Y5T7",36,0.385830724787755,0.708682628592462,0.907324554453531,-0.00872659683230381,"Non-significant",0.0422373358775119,"GSS","Glutathione synthetase","P48637;A0A2R8Y430;A0A2R8Y5T7"
-0.0109572410583461,22.4148881435394,-0.366264418956162,0.724376059225577,0.911140432169551,-5.75810024250726,"P50213;H0YMU3;H0YKD0;H0YL72;H0YLI6",14,-0.386760021132861,0.708018618521154,0.907324554453531,0.0109572410583496,"Non-significant",0.0422373358775119,"IDH3A","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","P50213;H0YMU3;H0YKD0;H0YL72;H0YLI6"
-0.0205521583557235,18.1805288791656,-0.362408479868567,0.727137179035935,0.912316277775695,-5.75953075623308,"Q8N0U4;C9JFL0",11,-0.386049577213476,0.708526228508079,0.907324554453531,0.0205521583557235,"Non-significant",0.0422373358775119,"FAM185A","Protein FAM185A","Q8N0U4;C9JFL0"
-0.0100679397583008,17.2145352363586,-0.340263596553519,0.743076650926562,0.917544126538807,-5.76746360012199,"Q8N3C0",21,-0.386625335691217,0.70811483914059,0.907324554453531,0.0100679397583008,"Non-significant",0.0422373358775119,"ASCC3","Activating signal cointegrator 1 complex subunit 3","Q8N3C0"
0.0337543487549183,16.7748370170593,0.367723230529704,0.723332579161945,0.911140432169551,-5.75755524294487,"Q8WUF5",6,0.385158316953398,0.709163246611244,0.907324554453531,-0.0337543487549219,"Non-significant",0.0422373358775119,"PPP1R13L","RelA-associated inhibitor","Q8WUF5"
-0.014685153961171,18.6695516109467,-0.366084051104308,0.72450511859472,0.911140432169551,-5.75816748172132,"Q9BSD7;Q5TDF0",12,-0.384995224821522,0.709279840766416,0.907324554453531,0.0146851539611745,"Non-significant",0.0422373358775119,"NTPCR","Cancer-related nucleoside-triphosphatase","Q9BSD7;Q5TDF0"
-0.0225200653076278,18.7690868377685,-0.392857668810606,0.705453666634111,0.904495525135121,-5.74783910177303,"Q9BV40;C9JXZ5",6,-0.386820541883037,0.707975383680507,0.907324554453531,0.0225200653076243,"Non-significant",0.0422373358775119,"VAMP8","Vesicle-associated membrane protein 8","Q9BV40;C9JXZ5"
-0.46805953979495,17.4283008575439,-0.352894746942759,0.733968007395455,0.914292715898347,-5.7629978888278,"Q9HCE7",1,-0.385042864572725,0.709245782399708,0.907324554453531,0.46805953979495,"Non-significant",0.0422373358775119,"SMURF1","E3 ubiquitin-protein ligase SMURF1","Q9HCE7"
0.137809038162228,15.6970330476761,0.367217000226863,0.72369461242582,0.911140432169551,-5.75774460221416,"Q9HD89",1,0.387252663554446,0.707666716592422,0.907324554453531,-0.137809038162226,"Non-significant",0.0422373358775119,"RETN","Resistin","Q9HD89"
0.0126957893371511,18.4878594875336,0.334235703183341,0.747439054972028,0.919161087058898,-5.76953929279742,"Q9Y6D6;Q9Y6D5;E5RJN9",35,0.387300160783188,0.707632792483999,0.907324554453531,-0.0126957893371475,"Non-significant",0.0422373358775119,"ARFGEF2","Brefeldin A-inhibited guanine nucleotide-exchange protein 2","Q9Y6D6;Q9Y6D5;E5RJN9"
0.00861072540284269,19.2015447616577,0.345319850620206,0.73942511911239,0.916030877356362,-5.76569483680029,"Q5HYK3;B4DP72",18,0.384538468475477,0.709606417352555,0.907553911109681,-0.00861072540284979,"Non-significant",0.0421275672813506,"COQ5","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","Q5HYK3;B4DP72"
0.024011135101329,18.2352592945099,0.445667419334139,0.668535616898736,0.890914235526735,-5.72543438746341,"Q9H3H5;A0A1W2PPC6",4,0.384284883335348,0.709787755496755,0.90759745784831,-0.0240111351013255,"Non-significant",0.0421067292304658,"DPAGT1","UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase","Q9H3H5;A0A1W2PPC6"
0.0340185165405309,17.3262648582458,0.389623104979515,0.707743780788877,0.906488708630443,-5.74912395045202,"P00739;A0A0A0MRD9",4,0.384078457984795,0.709935384062658,0.907597891409564,-0.0340185165405238,"Non-significant",0.042106521767109,"HPR","Haptoglobin-related protein","P00739;A0A0A0MRD9"
0.0245423316955815,18.7612512111664,0.356935484828376,0.7310636057726,0.913369246271177,-5.76153615814928,"Q9NZ32;F6S9Y6;G3V5Y4;G3V2Q5;V9GYX7",11,0.383463943551427,0.710374940203993,0.907971454373989,-0.0245423316955744,"Non-significant",0.0419278050061551,"ACTR10","Actin-related protein 10","Q9NZ32;F6S9Y6;G3V5Y4;G3V2Q5;V9GYX7"
0.0139675140381037,22.4995412826538,0.35145509572848,0.735003919677473,0.914292715898347,-5.76351480381234,"Q9P0L0",16,0.382597673169172,0.710994767403668,0.908575229519162,-0.0139675140380966,"Non-significant",0.0416391075277586,"VAPA","Vesicle-associated membrane protein-associated protein A","Q9P0L0"
-0.131200075149557,16.6876872777939,-0.35529239233197,0.732244067023648,0.913378125708445,-5.76213247921885,"P06400;A0A3B3IS71",2,-0.381321252147713,0.71190847210596,0.908988811669484,0.13120007514955,"Non-significant",0.0414414622787022,"RB1","Retinoblastoma-associated protein","P06400;A0A3B3IS71"
-0.0287218093872248,16.6086359024048,-0.38155509044102,0.71346999083083,0.907543299675829,-5.75228445534557,"Q8N7H5;B4DGJ5",5,-0.381670088096152,0.711658715306884,0.908988811669484,0.0287218093872248,"Non-significant",0.0414414622787022,"PAF1","RNA polymerase II-associated factor 1 homolog","Q8N7H5;B4DGJ5"
-0.0851402282714986,19.5522494316101,-0.366041510134249,0.724535559498669,0.911140432169551,-5.75818333590068,"Q96FJ2",2,-0.381877288342194,0.711510382941352,0.908988811669484,0.0851402282714986,"Non-significant",0.0414414622787022,"DYNLL2","Dynein light chain 2, cytoplasmic","Q96FJ2"
0.0282034873961976,17.0708272457123,0.477273209494775,0.646888779947615,0.884721984308049,-5.71075274151359,"Q9Y484;G8JLI5;A0A0U1RR06;H7C5B4;H0Y329;C9JYH8;A0A0U1RQM7;A0A0U1RQG6",3,0.381473200595669,0.711799676788235,0.908988811669484,-0.0282034873962012,"Non-significant",0.0414414622787022,"WDR45","WD repeat domain phosphoinositide-interacting protein 4","Q9Y484;G8JLI5;A0A0U1RR06;H7C5B4;H0Y329;C9JYH8;A0A0U1RQM7;A0A0U1RQG6"
-0.400498151779171,18.6881519556046,-0.348076589091963,0.737437244819248,0.915224230126124,-5.76471987046146,"P08779",20,-0.380963410979924,0.712164714174346,0.908994276617768,0.400498151779171,"Non-significant",0.0414388512567416,"KRT16","Keratin, type I cytoskeletal 16","P08779"
-0.0196895599365234,18.7870240211487,-0.521239096329421,0.617372721289884,0.877979599299294,-5.68877151022972,"Q96HP4;U3KQU8;C9JLB7",4,-0.380903268791735,0.712207784406132,0.908994276617768,0.0196895599365234,"Non-significant",0.0414388512567416,"OXNAD1","Oxidoreductase NAD-binding domain-containing protein 1","Q96HP4;U3KQU8;C9JLB7"
-0.00871276855470171,20.0155301094055,-0.323718004384174,0.755074206936942,0.921539101070309,-5.77307499529211,"Q9H7Z7;X6RJ95;A6NHH0",24,-0.379651719069821,0.713104314194212,0.909950048470643,0.00871276855470171,"Non-significant",0.0409824475349355,"PTGES2","Prostaglandin E synthase 2","Q9H7Z7;X6RJ95;A6NHH0"
-0.012137413024945,17.5912551879883,-0.35240432958679,0.734320825201012,0.914292715898347,-5.76317420481507,"Q10570",15,-0.379326714787097,0.713337202712838,0.910058766690788,0.0121374130249485,"Non-significant",0.040930562376189,"CPSF1","Cleavage and polyadenylation specificity factor subunit 1","Q10570"
-0.0296344757080256,18.3068513870239,-0.351384758564019,0.735054546342164,0.914292715898347,-5.7635400065582,"O95218",10,-0.378320905768018,0.71405813495506,0.910121176406277,0.0296344757080256,"Non-significant",0.0409007804909775,"ZRANB2","Zinc finger Ran-binding domain-containing protein 2","O95218"
0.0376787185668732,18.6010499000549,0.46926540826229,0.652340263473752,0.886768299917331,-5.71456181087827,"P62875",2,0.378228174879088,0.714124616670618,0.910121176406277,-0.0376787185668768,"Non-significant",0.0409007804909775,"POLR2L","DNA-directed RNA polymerases I, II, and III subunit RPABC5","P62875"
0.0342760086059499,16.1984348297119,0.416275804903023,0.688971016061312,0.89964810361725,-5.73823476574714,"Q86UY8;H7C3S8",3,0.378263882160904,0.714099016685442,0.910121176406277,-0.0342760086059499,"Non-significant",0.0409007804909775,"NT5DC3","5'-nucleotidase domain-containing protein 3","Q86UY8;H7C3S8"
-0.0138483047485067,19.826919555664,-0.367024666303837,0.723832180709115,0.911140432169551,-5.75781648043737,"Q86Y82",11,-0.378609250909853,0.713851427492542,0.910121176406277,0.0138483047484996,"Non-significant",0.0409007804909775,"STX12","Syntaxin-12","Q86Y82"
0.0345196723937775,16.2250196933746,0.513732070419154,0.622361821671498,0.878672354090447,-5.69265183122444,"Q93070;H7C2G2",2,0.378649504140124,0.713822572917251,0.910121176406277,-0.0345196723937775,"Non-significant",0.0409007804909775,"ART4","Ecto-ADP-ribosyltransferase 4","Q93070;H7C2G2"
-0.0719761848449778,16.7603824138641,-0.398163870835341,0.701703815302237,0.902316133116107,-5.74570936785909,"O94829",1,-0.377538989553071,0.714618795444873,0.910562658712016,0.0719761848449743,"Non-significant",0.0406901636564674,"IPO13","Importin-13","O94829"
-0.0498094558716033,16.2558469772339,-0.360378628626831,0.728592425334675,0.91302811364383,-5.76027795697133,"Q9P0J1",4,-0.377292747021453,0.714795397244019,0.910599387599265,0.0498094558715998,"Non-significant",0.0406726461015707,"PDP1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial","Q9P0J1"
-0.0154409408569265,22.020206451416,-0.356096121745447,0.731666540431854,0.913378125708445,-5.7618411161058,"Q56VL3",12,-0.376579001416269,0.715307387363642,0.910874999159901,0.0154409408569265,"Non-significant",0.0405412178676999,"OCIAD2","OCIA domain-containing protein 2","Q56VL3"
-0.0184583663940536,19.4549140930176,-0.440075436036082,0.672401424655684,0.891781531499489,-5.72793336590987,"Q5SRD1;O14925",5,-0.376686688658056,0.715230130568879,0.910874999159901,0.0184583663940501,"Non-significant",0.0405412178676999,"TIMM23","Mitochondrial import inner membrane translocase subunit Tim23","Q5SRD1;O14925"
-0.0410442352294709,22.0528798103333,-0.436408393746948,0.6749422216457,0.891913782925327,-5.72955592935199,"P05386",2,-0.375837511955742,0.715839438537823,0.911364177741749,0.0410442352294744,"Non-significant",0.0403080458817629,"RPLP1","60S acidic ribosomal protein P1","P05386"
-0.0608673095702983,16.9493203163147,-0.424146928604077,0.68347040183802,0.896900961515015,-5.73488792284792,"P52655;J3KNC0",1,-0.375627181870226,0.715990389163455,0.911368059910186,0.0608673095702983,"Non-significant",0.0403061959069887,"GTF2A1","Transcription initiation factor IIA subunit 1","P52655;J3KNC0"
-0.036681652069074,16.7910735607147,-0.372875626665345,0.719652101989312,0.909586277875225,-5.75561369504559,"P02511;E9PS12;E9PJL7;E9PRA8",4,-0.375162480483497,0.716323944401704,0.911457980013067,0.036681652069074,"Non-significant",0.0402633483684194,"CRYAB","Alpha-crystallin B chain","P02511;E9PS12;E9PJL7;E9PRA8"
-0.0164647102356028,22.2685945034027,-0.326186642002883,0.75327949276102,0.920587362496233,-5.77225495921607,"P04114",188,-0.374736210753074,0.716629970014041,0.911457980013067,0.0164647102355993,"Non-significant",0.0402633483684194,"APOB","Apolipoprotein B-100","P04114"
0.0131063461303462,18.8664050102234,0.365392764944244,0.724999845418436,0.911166438398613,-5.75842489090515,"P20338",11,0.374704558115172,0.71665269606675,0.911457980013067,-0.0131063461303498,"Non-significant",0.0402633483684194,"RAB4A","Ras-related protein Rab-4A","P20338"
-0.0529217720031774,18.0626347064972,-0.463738642564104,0.656115938177466,0.887506061496821,-5.71715548196287,"Q9BTM9",1,-0.37479943508153,0.716584576911141,0.911457980013067,0.0529217720031774,"Non-significant",0.0402633483684194,"URM1","Ubiquitin-related modifier 1","Q9BTM9"
-0.0164923667907999,18.5906870365143,-0.474597018000941,0.648708121831402,0.884954493408258,-5.71203243784427,"O43427;E9PSD3;E9PJW6",5,-0.374380208249647,0.71688559072919,0.911566035921021,0.0164923667907999,"Non-significant",0.0402118645873983,"FIBP","Acidic fibroblast growth factor intracellular-binding protein","O43427;E9PSD3;E9PJW6"
-0.0105381011963033,19.2818460464478,-0.327045424508567,0.752655531079446,0.920576296647786,-5.77196827163199,"O43837;A0A087WZN1;A0A0D9SG66",22,-0.371490121584272,0.71896214002418,0.911807721522718,0.0105381011963033,"Non-significant",0.0400967343532827,"IDH3B","Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial","O43837;A0A087WZN1;A0A0D9SG66"
0.0128216743469309,21.4133341312408,0.332728200847441,0.748531582096789,0.919161087058898,-5.77005278623778,"P15880;E9PQD7;H0YEN5",20,0.370549721195795,0.719638352530633,0.911807721522718,-0.0128216743469238,"Non-significant",0.0400967343532827,"RPS2","40S ribosomal protein S2","P15880;E9PQD7;H0YEN5"
-0.0128226280212829,23.1525881290436,-0.347046882198906,0.738179514525177,0.915592223934005,-5.76508491903812,"P36542",14,-0.370908524950741,0.719380317482555,0.911807721522718,0.0128226280212758,"Non-significant",0.0400967343532827,"ATP5F1C","ATP synthase subunit gamma, mitochondrial","P36542"
-0.0590014457702708,16.3053839206695,-0.373926010738929,0.718902750544753,0.909586277875225,-5.75521470157204,"P41247;C9IZF6",2,-0.370741244478223,0.719500613174843,0.911807721522718,0.0590014457702743,"Non-significant",0.0400967343532827,"PNPLA4","Patatin-like phospholipase domain-containing protein 4","P41247;C9IZF6"
-0.0131502151489258,19.9048461914062,-0.372160488818615,0.720162473519356,0.909586277875225,-5.75588472703364,"P57105;A0A087WYV9;A0A087X1F5;A0A087WTA2",10,-0.373391729257621,0.717595544501263,0.911807721522718,0.0131502151489258,"Non-significant",0.0400967343532827,"SYNJ2BP","Synaptojanin-2-binding protein","P57105;A0A087WYV9;A0A087X1F5;A0A087WTA2"
0.0113229751586985,25.2247657775879,0.362826689604324,0.726837503050953,0.912316277775695,-5.75937630889278,"P61604;B8ZZ54",12,0.372370534846454,0.71832929686095,0.911807721522718,-0.0113229751587021,"Non-significant",0.0400967343532827,"HSPE1","10 kDa heat shock protein, mitochondrial","P61604;B8ZZ54"
-0.0160393714904501,17.8401129245758,-0.348166172134716,0.737372682435239,0.915224230126124,-5.7646880623944,"Q13287",13,-0.37262881540512,0.718143687259569,0.911807721522718,0.0160393714904501,"Non-significant",0.0400967343532827,"NMI","N-myc-interactor","Q13287"
0.0167279243469025,17.0453054904938,0.407484391667133,0.695138413815333,0.901317256629095,-5.74190243749982,"Q6ZVM7;F5H3S6;B7Z2U2",6,0.369187522378119,0.72061832480414,0.911807721522718,-0.016727924346899,"Non-significant",0.0400967343532827,"TOM1L2","TOM1-like protein 2","Q6ZVM7;F5H3S6;B7Z2U2"
0.0256295204162278,17.3590972423553,0.351780406933294,0.734769788215851,0.914292715898347,-5.76339817717744,"Q8IU80;X6REP5",8,0.370778740232892,0.719473648302054,0.911807721522718,-0.0256295204162242,"Non-significant",0.0400967343532827,"TMPRSS6","Transmembrane protease serine 6","Q8IU80;X6REP5"
-0.0401587486266948,16.9680912494659,-0.433528534344997,0.676940757885394,0.893022682528323,-5.73082118439267,"Q8IZ21",2,-0.371183696306977,0.719182452466972,0.911807721522718,0.0401587486267019,"Non-significant",0.0400967343532827,"PHACTR4","Phosphatase and actin regulator 4","Q8IZ21"
-0.0111413002014231,18.7506897449493,-0.344356049511665,0.740120612187225,0.916080162743059,-5.76603393494632,"Q96I59;H0YE96",15,-0.369857925323845,0.720135966157459,0.911807721522718,0.0111413002014231,"Non-significant",0.0400967343532827,"NARS2","Probable asparagine--tRNA ligase, mitochondrial","Q96I59;H0YE96"
0.0365381240844513,23.6310973167419,1.25524374013255,0.247428204953719,0.697462305089119,-5.09179605551837,"Q96JD6;G3V1C1",1,0.369608808892625,0.720315191529023,0.911807721522718,-0.0365381240844513,"Non-significant",0.0400967343532827,"AKR1E2","1,5-anhydro-D-fructose reductase","Q96JD6;G3V1C1"
-0.0197167396545481,17.7106649875641,-0.344234651930701,0.740208232764961,0.916080162743059,-5.76607658185088,"Q96LD4",12,-0.369303840156102,0.720534624131278,0.911807721522718,0.0197167396545517,"Non-significant",0.0400967343532827,"TRIM47","E3 ubiquitin-protein ligase TRIM47","Q96LD4"
-0.0861015319824485,15.1335186958313,-0.372194550612288,0.72013816124797,0.909586277875225,-5.75587182919533,"Q96MS3;H0Y5M0;F5H088",1,-0.371410533182964,0.719019359540453,0.911807721522718,0.0861015319824485,"Non-significant",0.0400967343532827,"GLT1D1","Glycosyltransferase 1 domain-containing protein 1","Q96MS3;H0Y5M0;F5H088"
