"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-0.263860225677472,16.4,-0.615994941900338,0.555389558120009,0.72216156230409,-6.84585443245044,"GSHB_HUMAN",7,-0.626869520256921,0.548212447109069,0.711000975170928,0.26,"Non-significant",0.148,"GSS","Glutathione synthetase"
-0.358378171920775,13.36,-0.632504456979518,0.545092853174974,0.712754840317276,-6.83486783015056,"KAP2_HUMAN",1,-0.628534857465404,0.547175044131453,0.711000975170928,0.36,"Non-significant",0.148,"PRKAR2A","cAMP-dependent protein kinase type II-alpha regulatory subunit"
-0.178105831146226,17.25,-0.651795521775896,0.533206778246424,0.704135475953789,-6.82169873057197,"LCAT_HUMAN",2,-0.629284040892819,0.546708728136684,0.711000975170928,0.18,"Non-significant",0.148,"LCAT","Phosphatidylcholine-sterol acyltransferase"
-0.358823537826556,14.01,-0.621798142372594,0.551757215221246,0.720457177238401,-6.84202253342126,"PDLI1_HUMAN",3,-0.626674951489759,0.548333727360608,0.711000975170928,0.36,"Non-significant",0.148,"PDLIM1","PDZ and LIM domain protein 1"
-0.410741090774529,15.98,-0.616016743213677,0.555375886000158,0.72216156230409,-6.84584009781269,"GALM_HUMAN",8,-0.624780866357053,0.549515192815454,0.711541925606659,0.41,"Non-significant",0.148,"GALM","Galactose mutarotase"
0.0823874473571706,17.77,0.591670754515576,0.570766042221524,0.734969827535601,-6.86156021976659,"FBLN3_HUMAN",5,0.616494987439013,0.554701252529835,0.717259536257329,-0.08,"Non-significant",0.144,"EFEMP1","EGF-containing fibulin-like extracellular matrix protein 1"
-0.0913743972778249,18.32,-0.733896056551276,0.484419946044497,0.654564542478123,-6.76173520073165,"TAOK3_HUMAN",2,-0.612726678380732,0.557069253755463,0.719322434460938,0.09,"Non-significant",0.143,"TAOK3","Serine/threonine-protein kinase TAO3"
0.0850772857665945,27.28,0.550789784955443,0.59714834820386,0.756387907724889,-6.88664875678792,"TRFL_HUMAN",17,0.610222600507456,0.558646067960808,0.720359403423147,-0.09,"Non-significant",0.142,"LTF","Lactotransferrin"
0.337243080139155,13.44,0.609213049790167,0.559652212283061,0.725677172194331,-6.85029125821663,"K2C72_HUMAN",2,0.608868343998002,0.559499921713521,0.720462554792929,-0.34,"Non-significant",0.142,"KRT72","Keratin, type II cytoskeletal 72"
-0.397439718246474,14.17,-0.596191411688998,0.567889947145214,0.73227914237146,-6.85868491616649,"SPB3_HUMAN",8,-0.604674238774419,0.562149090342418,0.722874037443082,0.4,"Non-significant",0.141,"SERPINB3","Serpin B3"
-0.827655553817728,17.33,-0.597762485070519,0.566892365393108,0.732006646575567,-6.8576809796446,"AHNK2_HUMAN",1,-0.602652963936325,0.563428396503056,0.72351977537151,0.83,"Non-significant",0.141,"AHNAK2","Protein AHNAK2"
0.11390447616575,23.03,0.585278130701793,0.574847291420818,0.738241253655044,-6.8655920107339,"APOC3_HUMAN",5,0.600836037679525,0.56457979856334,0.723999714135633,-0.11,"Non-significant",0.14,"APOC3","Apolipoprotein C-III"
0.0726485252380762,19.48,0.538299797330145,0.605340218443033,0.765722477405521,-6.89398306782093,"CA2D1_HUMAN",9,0.594348619555044,0.5687019637372,0.728282707344338,-0.07,"Non-significant",0.138,"CACNA2D1","Voltage-dependent calcium channel subunit alpha-2/delta-1"
-0.0635719299316051,16.95,-0.528119937472675,0.612061438854919,0.773173947861506,-6.89984530148505,"CO6A3_HUMAN",7,-0.582983720120813,0.57596462727022,0.736039274651206,0.06,"Non-significant",0.133,"COL6A3","Collagen alpha-3(VI) chain"
-0.0705842971801758,22.77,-0.5167659816666,0.619604385533228,0.777428144112447,-6.90626068630721,"ITIH2_HUMAN",13,-0.580010116454186,0.57787351324781,0.736039274651206,0.07,"Non-significant",0.133,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2"
-0.104079246521003,16.92,-0.649292366114045,0.534740161460415,0.704162786873616,-6.82342757640409,"LAMP1_HUMAN",2,-0.579935781145917,0.577921277948476,0.736039274651206,0.1,"Non-significant",0.133,"LAMP1","Lysosome-associated membrane glycoprotein 1"
-0.467796564102198,14.52,-0.576561676356714,0.580438766130219,0.743586141022525,-6.87102476846368,"MUTA_HUMAN",3,-0.582028098757897,0.576577693766248,0.736039274651206,0.47,"Non-significant",0.133,"MMUT","Methylmalonyl-CoA mutase, mitochondrial"
-0.375765085220305,14.71,-0.573651895908342,0.582312145853044,0.744687648062066,-6.87282171126612,"NIT1_HUMAN",3,-0.578576262499305,0.578795238651935,0.736145310361956,0.38,"Non-significant",0.133,"NIT1","Deaminated glutathione amidase"
-0.188247203826904,17.03,-0.567121915728644,0.586528604752229,0.747679358242494,-6.87682389235832,"ACBP_HUMAN",4,-0.573399159956809,0.582130106806439,0.739376711373526,0.19,"Non-significant",0.131,"DBI","Acyl-CoA-binding protein"
-0.124579906463598,17.57,-0.607765456153209,0.560564539976686,0.725849216576209,-6.85123251918231,"C1QT3_HUMAN",2,-0.56761195776706,0.585870655593029,0.743113869696336,0.12,"Non-significant",0.129,"C1QTNF3","Complement C1q tumor necrosis factor-related protein 3"
-0.0873742103576518,15.98,-0.555029379774756,0.594381520016686,0.754937510416828,-6.88412382555894,"HYOU1_HUMAN",4,-0.560986030741796,0.59016965340158,0.747548227642001,0.09,"Non-significant",0.126,"HYOU1","Hypoxia up-regulated protein 1"
0.0698709487914968,19.72,0.518095380021553,0.618718690130426,0.777428144112447,-6.90551625034046,"CO1A1_HUMAN",6,0.552976595681647,0.595389417588712,0.7531352551292,-0.07,"Non-significant",0.123,"COL1A1","Collagen alpha-1(I) chain"
-0.0675244331359721,19.14,-0.496542849144197,0.63315900832567,0.789624557523501,-6.91736450065384,"CNTN1_HUMAN",9,-0.547450119930649,0.599005686234846,0.75668153851376,0.07,"Non-significant",0.121,"CNTN1","Contactin-1"
0.0739760398864249,20.35,0.487702007946769,0.639131857827244,0.793375679516219,-6.92208806244684,"GELS_HUMAN",17,0.542343194495075,0.602357986816854,0.759885211011505,-0.07,"Non-significant",0.119,"GSN","Gelsolin"
-0.131233215332049,16.52,-0.585207478131936,0.574892490762521,0.738241253655044,-6.86563634698992,"F13A_HUMAN",1,-0.534409391446288,0.607585906013591,0.765443137345945,0.13,"Non-significant",0.116,"F13A1","Coagulation factor XIII A chain"
0.0617065429687784,19.84,0.480894655221323,0.643750159326707,0.796983242464314,-6.92567075141622,"MPRI_HUMAN",8,0.531421493701567,0.609561026036218,0.766893669242864,-0.06,"Non-significant",0.115,"IGF2R","Cation-independent mannose-6-phosphate receptor"
-0.380767583847074,14.13,-0.521200190486573,0.616652739903031,0.776865630378514,-6.90377067022332,"HEBP2_HUMAN",4,-0.527009553934074,0.612483727962629,0.769530837696636,0.38,"Non-significant",0.114,"HEBP2","Heme-binding protein 2"
0.0647029876709055,18.48,0.482965440840059,0.642343516255861,0.796300683933697,-6.92458592103573,"FGL1_HUMAN",7,0.523552327894085,0.614779148922826,0.771373837799394,-0.06,"Non-significant",0.113,"FGL1","Fibrinogen-like protein 1"
-0.110876560211153,16.58,-0.551103766799174,0.596943197357807,0.756387907724889,-6.88646237557634,"ALS_HUMAN",2,-0.513261671937721,0.621638315343578,0.778930378983676,0.11,"Non-significant",0.109,"IGFALS","Insulin-like growth factor-binding protein complex acid labile subunit"
-0.0920109748839977,17.95,-0.569210362302,0.585178229729439,0.747326381177102,-6.875548480883,"CBPN_HUMAN",2,-0.509339934773552,0.624262764264814,0.781167518186212,0.09,"Non-significant",0.107,"CPN1","Carboxypeptidase N catalytic chain"
0.0832366943359517,18.61,0.500811419893735,0.630285389479857,0.787645231685566,-6.91505534388484,"PTPRK_HUMAN",4,0.506208551673869,0.626362411125099,0.782742825177808,-0.08,"Non-significant",0.106,"PTPRK","Receptor-type tyrosine-protein phosphatase kappa"
-0.304874897003193,14.99,-0.502112126899063,0.629411079477253,0.787609831980272,-6.91434802040476,"NB5R3_HUMAN",1,-0.500067035978768,0.630490935172311,0.786845925798152,0.3,"Non-significant",0.104,"CYB5R3","NADH-cytochrome b5 reductase 3"
-0.330740690231302,15.57,-0.49593973038984,0.633565568711123,0.789624557523501,-6.91768927283295,"PP2AA_HUMAN;PP2AB_HUMAN",1,-0.49518838233718,0.633780402879801,0.789892309345508,0.33,"Non-significant",0.102,"PPP2CA;PPP2CB","Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform"
0.0577368736267232,17.12,0.457409793732455,0.659809278606147,0.807204255430122,-6.93766568496639,"CADH6_HUMAN",6,0.492197165384626,0.635801551649211,0.791351931263925,-0.06,"Non-significant",0.102,"CDH6","Cadherin-6"
-0.0678167343139542,24.65,-0.446323422736385,0.667456876509978,0.812290656249398,-6.94313040794217,"FETA_HUMAN",11,-0.487107554377004,0.639248040335793,0.79457933985664,0.07,"Non-significant",0.1,"AFP","Alpha-fetoprotein"
-0.194227695465052,14.58,-0.491164410517892,0.63678928250259,0.792581312847475,-6.92024763830325,"PCYOX_HUMAN",1,-0.47952339559847,0.644401064314445,0.799916521168998,0.19,"Non-significant",0.097,"PCYOX1","Prenylcysteine oxidase 1"
0.0682315826416016,18.49,0.468605035465231,0.652129689039059,0.803852814073373,-6.9320184645208,"DAG1_HUMAN",4,0.473599831511576,0.648440098401938,0.803858497486291,-0.07,"Non-significant",0.095,"DAG1","Dystroglycan"
0.0607852935791016,21.13,0.416925990960786,0.687935792718825,0.828548800803656,-6.95700276033903,"COMP_HUMAN",17,0.467692107840639,0.652480700714221,0.80599178058433,-0.06,"Non-significant",0.094,"COMP","Cartilage oligomeric matrix protein"
-0.0838851928710795,18.73,-0.523131945382602,0.615369180782672,0.776299061393858,-6.9026796958565,"SEPP1_HUMAN",2,-0.467287164564053,0.652758112309973,0.80599178058433,0.08,"Non-significant",0.094,"SELENOP","Selenoprotein P"
-0.208132266998273,14.17,-0.477173137390034,0.646281967458546,0.799055128424842,-6.9276093152249,"SEPR_HUMAN",1,-0.468700415690729,0.65179019649628,0.80599178058433,0.21,"Non-significant",0.094,"FAP","Prolyl endopeptidase FAP"
0.532096624374379,15.12,0.460882575020401,0.657422388066179,0.806403482595011,-6.93592773577608,"IVD_HUMAN",1,0.464054078872964,0.654975038175039,0.807657960981406,-0.53,"Non-significant",0.093,"IVD","Isovaleryl-CoA dehydrogenase, mitochondrial"
0.101141452789296,22.38,0.513582647484641,0.621727938908826,0.779042679844033,-6.90803602971589,"FA53C_HUMAN",1,0.456677355569399,0.660046878672549,0.812835507994899,-0.1,"Non-significant",0.09,"FAM53C","Protein FAM53C"
0.0572853088379262,19.27,0.446448898473778,0.667370085954866,0.812290656249398,-6.94306927025998,"IL1AP_HUMAN",4,0.451142422009823,0.663864738971298,0.81567767546027,-0.06,"Non-significant",0.088,"IL1RAP","Interleukin-1 receptor accessory protein"
0.27353405952452,14.13,0.450161297678568,0.66480467344605,0.811958960435333,-6.94125303107282,"MMSA_HUMAN",2,0.450791622774187,0.664107065519747,0.81567767546027,-0.27,"Non-significant",0.088,"ALDH6A1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
-0.384851932525674,14.52,-0.444478530680928,0.668733590013602,0.812781948175801,-6.94402744108175,"VDAC3_HUMAN",1,-0.446072168296395,0.667371268144988,0.818606917843194,0.38,"Non-significant",0.087,"VDAC3","Voltage-dependent anion-selective channel protein 3"
0.100978612899823,15.29,0.471329508093188,0.650267424145735,0.802916408328487,-6.9306246286916,"CRP_HUMAN",2,0.442951305996099,0.669533958985569,0.819101334843055,-0.1,"Non-significant",0.087,"CRP","C-reactive protein"
-0.125928640365599,15.91,-0.45954424906425,0.658341742867442,0.806468635012617,-6.9365989737887,"MGST1_HUMAN",2,-0.443783462682849,0.668956970274312,0.819101334843055,0.13,"Non-significant",0.087,"MGST1","Microsomal glutathione S-transferase 1"
-0.302890777587901,14.54,-0.439755155715473,0.672007531626121,0.815393805212486,-6.94630796480414,"GRPE1_HUMAN",2,-0.441312383771474,0.670671013803592,0.819415634975255,0.3,"Non-significant",0.086,"GRPEL1","GrpE protein homolog 1, mitochondrial"
-0.120539665222172,17.34,-0.449241212604469,0.665440050281589,0.811958960435333,-6.94170450076009,"CATC_HUMAN",2,-0.433015797594965,0.676440849235422,0.824301610782955,0.12,"Non-significant",0.084,"CTSC","Dipeptidyl peptidase 1"
-0.351010084152177,15.55,-0.430831521605632,0.67821322661425,0.818202511889697,-6.95055313296877,"COBA2_HUMAN",2,-0.433286810609331,0.676252011583776,0.824301610782955,0.35,"Non-significant",0.084,"COL11A2","Collagen alpha-2(XI) chain"
-0.195820569992074,14.57,-0.434290757042893,0.675804448236333,0.817109014685747,-6.94891733703955,"MAP4_HUMAN",1,-0.427353993886564,0.680391459285197,0.828031958947083,0.2,"Non-significant",0.082,"MAP4","Microtubule-associated protein 4"
-0.219522714614877,15.16,-0.430468084745353,0.678466529730232,0.818202511889697,-6.9507242703975,"PMM2_HUMAN",1,-0.426061553126473,0.681294759258965,0.828048852310831,0.22,"Non-significant",0.082,"PMM2","Phosphomannomutase 2"
0.148370742797844,15.36,0.43885227980977,0.672634202366476,0.815393805212486,-6.94674124979005,"H90B4_HUMAN",1,0.423204965444288,0.68329319737106,0.828787841894979,-0.15,"Non-significant",0.082,"HSP90AB4P","Putative heat shock protein HSP 90-beta 4"
-0.105080604553223,17.05,-0.461548979679669,0.656964837524698,0.806403482595011,-6.9355928109957,"HECD4_HUMAN",1,-0.422647930203938,0.683683203625504,0.828787841894979,0.11,"Non-significant",0.082,"HECTD4","Probable E3 ubiquitin-protein ligase HECTD4"
0.0808753967285227,17.84,0.489032341868594,0.638231273231352,0.793315507848316,-6.92138237765731,"ZN536_HUMAN",1,0.415601718887446,0.688625273425133,0.833693276409361,-0.08,"Non-significant",0.079,"ZNF536","Zinc finger protein 536"
-0.411459207534749,13.63,-0.411370443606956,0.691837690000064,0.831355675819236,-6.95952296732315,"LYPA1_HUMAN",1,-0.413620376353769,0.690017831325175,0.834294286965893,0.41,"Non-significant",0.079,"LYPLA1","Acyl-protein thioesterase 1"
0.326489925384507,19.32,0.408756660219307,0.693676877098281,0.831355675819236,-6.96069748324761,"RL11_HUMAN",2,0.410996544949346,0.691863887829572,0.835441348338951,-0.33,"Non-significant",0.078,"RPL11","60S ribosomal protein L11"
0.0678949356078995,19.58,0.517594922662681,0.619052035745984,0.777428144112447,-6.90579670576503,"AMOT_HUMAN",1,0.406128139896611,0.695294970865281,0.838496914346602,-0.07,"Non-significant",0.076,"AMOT","Angiomotin"
0.122715950012218,19.66,0.410783013986242,0.692250844806865,0.831355675819236,-6.95978755610307,"ACTA_HUMAN",2,0.399488464393116,0.699986436900483,0.838722487457336,-0.12,"Non-significant",0.076,"ACTA2","Actin, aortic smooth muscle"
0.0490932464599787,18.21,0.374907205295588,0.717687212927493,0.841442258090337,-6.97525795765283,"CO1A2_HUMAN",6,0.401541032840728,0.698534655624511,0.838722487457336,-0.05,"Non-significant",0.076,"COL1A2","Collagen alpha-2(I) chain"
-0.0817942619323659,18.05,-0.465677220162171,0.654133854433555,0.804489588477727,-6.93350781665806,"F16P2_HUMAN",1,-0.402517186928214,0.697844684474465,0.838722487457336,0.08,"Non-significant",0.076,"FBP2","Fructose-1,6-bisphosphatase isozyme 2"
-0.280847311019903,13.55,-0.40004215153468,0.699824461242112,0.834233768779009,-6.96456153794223,"GEPH_HUMAN",1,-0.399922941781846,0.699679021344958,0.838722487457336,0.28,"Non-significant",0.076,"GPHN","Gephyrin"
-0.089884519577053,15.32,-0.408527547735454,0.693838195608536,0.831355675819236,-6.96080009422303,"LYAG_HUMAN",3,-0.404011908217576,0.696788755905536,0.838722487457336,0.09,"Non-significant",0.076,"GAA","Lysosomal alpha-glucosidase"
-0.0510363578796458,18.46,-0.379365559117938,0.714504810778171,0.839904013679896,-6.97340940331165,"CO5A1_HUMAN",5,-0.396156645009656,0.702345826603888,0.840467820781773,0.05,"Non-significant",0.075,"COL5A1","Collagen alpha-1(V) chain"
-0.122416734695427,15.78,-0.385391643214844,0.710212827503671,0.838885983756662,-6.97087737131495,"NHRF1_HUMAN",5,-0.391893746222263,0.705369560622771,0.843002645622336,0.12,"Non-significant",0.074,"SLC9A3R1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1"
0.0566711425781321,17.01,0.37597533030687,0.71692423885135,0.841442258090337,-6.97481700326125,"ERP44_HUMAN",5,0.389986508602731,0.706724200991826,0.843472319361681,-0.06,"Non-significant",0.074,"ERP44","Endoplasmic reticulum resident protein 44"
-0.289340972900398,14.92,-0.381844757722786,0.712737715522578,0.838885983756662,-6.972372349963,"HCD2_HUMAN",2,-0.383698128425726,0.711198464767905,0.843472319361681,0.29,"Non-significant",0.074,"HSD17B10","3-hydroxyacyl-CoA dehydrogenase type-2"
-0.392533302307122,16.22,-0.3826858565704,0.712138626628244,0.838885983756662,-6.97201903862349,"O6C76_HUMAN",1,-0.384885162868318,0.710352955340817,0.843472319361681,0.39,"Non-significant",0.074,"OR6C76","Olfactory receptor 6C76"
0.486229181289675,15.58,0.38333294643684,0.711677869629438,0.838885983756662,-6.97174671304657,"PLEC_HUMAN",3,0.387348647345226,0.70859960935048,0.843472319361681,-0.49,"Non-significant",0.074,"PLEC","Plectin"
0.0571770668030069,24.1,0.403458978663119,0.69741123581131,0.832422898128628,-6.96305601564981,"PZP_HUMAN",3,0.387304542485801,0.708630984078025,0.843472319361681,-0.06,"Non-significant",0.074,"PZP","Pregnancy zone protein"
-0.0705351829529022,18.05,-0.467694486523774,0.652752661052062,0.803852814073373,-6.93248259756653,"VNN2_HUMAN",1,-0.386155532971046,0.709448559556969,0.843472319361681,0.07,"Non-significant",0.074,"VNN2","Vascular non-inflammatory molecule 2"
-0.192248821258556,16.57,-0.383534419176753,0.711534437822544,0.838885983756662,-6.97166183348879,"COAA1_HUMAN",1,-0.379330045879235,0.714313449757517,0.84608883171024,0.19,"Non-significant",0.073,"COL10A1","Collagen alpha-1(X) chain"
0.0549147129058944,16.14,0.371010197592449,0.720473755908377,0.841442258090337,-6.97685649751076,"CD166_HUMAN",4,0.374970815912997,0.717427813594942,0.847197925692867,-0.05,"Non-significant",0.072,"ALCAM","CD166 antigen"
-0.273058414459197,14.65,-0.373618854499642,0.718607947244709,0.841442258090337,-6.97578821800556,"HSP74_HUMAN",2,-0.375257278651818,0.717222982569755,0.847197925692867,0.27,"Non-significant",0.072,"HSPA4","Heat shock 70 kDa protein 4"
-0.249256610870372,15.18,-0.370915100027377,0.720541811131322,0.841442258090337,-6.9768953047581,"LDLR_HUMAN",3,-0.374146694944157,0.718017224943368,0.847197925692867,0.25,"Non-significant",0.072,"LDLR","Low-density lipoprotein receptor"
-0.0590672492981028,21.75,-0.435290279581551,0.675109188561441,0.817109014685747,-6.94844236427606,"PPARD_HUMAN",2,-0.372927230815337,0.71888975434733,0.847197925692867,0.06,"Non-significant",0.072,"PPARD","Peroxisome proliferator-activated receptor delta"
-0.0538425445556996,19.16,-0.356257728856174,0.731062617866164,0.849329017217996,-6.9827617085262,"AMY1A_HUMAN;AMY1B_HUMAN;AMY1C_HUMAN;AMY2B_HUMAN;AMYP_HUMAN",5,-0.369482703100997,0.721356688717025,0.849030438932428,0.05,"Non-significant",0.071,"AMY1A;AMY1B;AMY1C;AMY2A;AMY2B","Pancreatic alpha-amylase"
0.160364151000969,16.71,0.365367110695718,0.724516737921836,0.843156353756537,-6.97914268929604,"Z324A_HUMAN;Z324B_HUMAN",1,0.359005385009547,0.728881684557499,0.856804101417969,-0.16,"Non-significant",0.067,"ZNF324;ZNF324B","Zinc finger protein 324A"
0.112379550933824,16.42,0.369944972255277,0.721236221220289,0.841442258090337,-6.9772906441379,"A4_HUMAN",1,0.352964270279141,0.733234842276562,0.857239954960805,-0.11,"Non-significant",0.067,"APP","Amyloid-beta precursor protein"
-0.0803506374359273,16.18,-0.395096636838824,0.703323818523898,0.836103580829362,-6.96671886063271,"ANGL8_HUMAN",1,-0.353826922007059,0.732612591907886,0.857239954960805,0.08,"Non-significant",0.067,"ANGPTL8","Angiopoietin-like protein 8"
0.158098459243778,13.61,0.355448310792703,0.731645404735588,0.849329017217996,-6.98307900168009,"APOA_HUMAN",1,0.349514894222967,0.735725049455514,0.857239954960805,-0.16,"Non-significant",0.067,"LPA","Apolipoprotein(a)"
0.0778789520263778,15.72,0.390587766036302,0.706520812263019,0.837831153347643,-6.96866324225163,"MA2A1_HUMAN",1,0.348278223595664,0.736618650879317,0.857239954960805,-0.08,"Non-significant",0.067,"MAN2A1","Alpha-mannosidase 2"
0.0620093345642267,16.43,0.394461538183835,0.703773752884861,0.836103580829362,-6.96699403471508,"PCDGK_HUMAN",2,0.350795601027662,0.734800079117313,0.857239954960805,-0.06,"Non-significant",0.067,"PCDHGC3","Protocadherin gamma-C3"
0.0712127685547053,17.01,0.405194260969546,0.696187051050653,0.832028426865414,-6.96228671425708,"PGCA_HUMAN",1,0.350293295148263,0.735162806848429,0.857239954960805,-0.07,"Non-significant",0.067,"ACAN","Aggrecan core protein"
-0.32216024398805,14.77,-0.350880382064424,0.734937825447202,0.850113074138698,-6.98485653589096,"SH3L3_HUMAN",1,-0.352429887301675,0.733620410229064,0.857239954960805,0.32,"Non-significant",0.067,"SH3BGRL3","SH3 domain-binding glutamic acid-rich-like protein 3"
0.0721912384032954,17.3,0.405982718050959,0.695631134282442,0.832028426865414,-6.96193612243802,"WNK1_HUMAN",1,0.352072257091323,0.733878492485876,0.857239954960805,-0.07,"Non-significant",0.067,"WNK1","Serine/threonine-protein kinase WNK1"
0.072665214538576,15.6,0.389431201416195,0.707341875973413,0.837831153347643,-6.96915853564079,"GPC1_HUMAN",1,0.341896217594194,0.741236955660906,0.861537585168918,-0.07,"Non-significant",0.065,"GPC1","Glypican-1"
-0.21446228027345,13.93,-0.326576306744321,0.752552501915205,0.864354933304867,-6.99393881503047,"ARP3_HUMAN",2,-0.327486665206504,0.751705222928044,0.868284817054601,0.21,"Non-significant",0.061,"ACTR3","Actin-related protein 3"
-0.0432624816894496,19.28,-0.317636233557232,0.759071762381402,0.867111424266362,-6.99712020661321,"HGFA_HUMAN",5,-0.331426445065119,0.748837499112587,0.868284817054601,0.04,"Non-significant",0.061,"HGFAC","Hepatocyte growth factor activator"
-0.0609335899352743,16.86,-0.394019163561468,0.704087225961568,0.836103580829362,-6.9671854544816,"KIT_HUMAN",1,-0.3280108013839,0.751323471822712,0.868284817054601,0.06,"Non-significant",0.061,"KIT","Mast/stem cell growth factor receptor Kit"
-0.22004628181455,14.38,-0.328084583365461,0.751454710678733,0.864354933304867,-6.99339361216052,"PABP1_HUMAN;PABP3_HUMAN;PAP1L_HUMAN;PAP1M_HUMAN",1,-0.327633711315832,0.751598115524288,0.868284817054601,0.22,"Non-significant",0.061,"PABPC1;PABPC1L;PABPC1L2A;PABPC3","Polyadenylate-binding protein 1"
-0.0692481994628977,18.43,-0.354109750296028,0.732609586234447,0.849389196493487,-6.98360218644101,"SHBG_HUMAN",2,-0.328342209718567,0.751082130349145,0.868284817054601,0.07,"Non-significant",0.061,"SHBG","Sex hormone-binding globulin"
-0.190938234329201,13.97,-0.32476249010806,0.753873475664396,0.864354933304867,-6.99459122545097,"CLH1_HUMAN",2,-0.325004409831994,0.753514143570335,0.869295746795516,0.19,"Non-significant",0.061,"CLTC","Clathrin heavy chain 1"
-0.112343549728426,15.9,-0.332586183324427,0.74818184663418,0.863144113031501,-6.99175187555771,"CD276_HUMAN",1,-0.320701989371948,0.75665332646916,0.871836939285628,0.11,"Non-significant",0.06,"CD276","CD276 antigen"
-0.0600316524505491,15.54,-0.350710787971422,0.735060176886844,0.850113074138698,-6.98492210189396,"COBA1_HUMAN",2,-0.317570563381165,0.75894114509227,0.872313834667782,0.06,"Non-significant",0.059,"COL11A1","Collagen alpha-1(XI) chain"
0.0431218147278081,22.92,0.28129157870972,0.785782163164958,0.883530427423401,-7.00916563853188,"HEMO_HUMAN",24,0.318210846499287,0.758473148100861,0.872313834667782,-0.04,"Non-significant",0.059,"HPX","Hemopexin"
-0.0518469810485804,16.92,-0.325982819823352,0.752984633384653,0.864354933304867,-6.99415267508588,"COTL1_HUMAN",3,-0.31616267238652,0.759970575137082,0.87241998206242,0.05,"Non-significant",0.059,"COTL1","Coactosin-like protein"
-0.0572636127472208,15.94,-0.339853981808483,0.742909351064961,0.858124821143274,-6.98905543216536,"CO6A2_HUMAN",2,-0.306768309190162,0.766852542252871,0.874954768532541,0.06,"Non-significant",0.058,"COL6A2","Collagen alpha-2(VI) chain"
-0.0502295494079519,19.04,-0.300198187194923,0.771846845315516,0.876212234982705,-7.00307783336032,"FA10_HUMAN",5,-0.309862303788276,0.764583526701824,0.874954768532541,0.05,"Non-significant",0.058,"F10","Coagulation factor X"
-0.0569181442260529,16.79,-0.368654698432206,0.722160217426466,0.841465785261626,-6.97781489829614,"HBE_HUMAN;HBG1_HUMAN;HBG2_HUMAN",1,-0.306734092476242,0.766877648896406,0.874954768532541,0.06,"Non-significant",0.058,"HBE1;HBG1;HBG2","Hemoglobin subunit epsilon"
0.0503034591674698,17.07,0.303681329099806,0.769289003367723,0.876212234982705,-7.00191407096233,"LAMB1_HUMAN",4,0.306953236314959,0.766716856346268,0.874954768532541,-0.05,"Non-significant",0.058,"LAMB1","Laminin subunit beta-1"
0.0419249534606827,18.55,0.296497308019046,0.774567851117901,0.876212234982705,-7.00429996981024,"NCAM1_HUMAN",5,0.308648670802378,0.765473271102624,0.874954768532541,-0.04,"Non-significant",0.058,"NCAM1","Neural cell adhesion molecule 1"
-0.302425622940071,16.8,-0.297282858730587,0.773990009084669,0.876212234982705,-7.00404179724099,"IGHA1_HUMAN",6,-0.300873429498136,0.77118223161295,0.877714740380998,0.3,"Non-significant",0.057,"IGHA1","Immunoglobulin heavy constant alpha 1"
0.262643337249745,15.79,0.298715362857301,0.77293666322144,0.876212234982705,-7.00356928340454,"S10A8_HUMAN",3,0.301622080902949,0.770631882748994,0.877714740380998,-0.26,"Non-significant",0.057,"S100A8","Protein S100-A8"
-0.118685007095376,16.73,-0.302428599534261,0.770208598636968,0.876212234982705,-7.00233413396483,"CD44_HUMAN",1,-0.295107158828302,0.775425733878753,0.881466859879266,0.12,"Non-significant",0.055,"CD44","CD44 antigen"
0.060424327850324,21.54,0.318122478916399,0.758716648178247,0.867111424266362,-6.99694938411772,"PARD3_HUMAN",2,0.293575496371676,0.776554269601789,0.881673201218616,-0.06,"Non-significant",0.055,"PARD3","Partitioning defective 3 homolog"
-0.0409717559814311,23.67,-0.303259530170298,0.769598591214318,0.876212234982705,-7.00205569717684,"HMCN1_HUMAN",3,-0.289686689256787,0.779422092072853,0.882132446386044,0.04,"Non-significant",0.054,"HMCN1","Hemicentin-1"
0.203189134597828,14.04,0.286604652900388,0.78185750707748,0.883385120253803,-7.00749400710671,"KAD2_HUMAN",3,0.289172854409329,0.779801292562529,0.882132446386044,-0.2,"Non-significant",0.054,"AK2","Adenylate kinase 2, mitochondrial"
0.0720603466034007,16.23,0.318148970743597,0.75869730245064,0.867111424266362,-6.99694006998067,"TBB1_HUMAN",1,0.291063014722075,0.7784066995022,0.882132446386044,-0.07,"Non-significant",0.054,"TUBB1","Tubulin beta-1 chain"
-0.176717758178727,13.7,-0.285115429025433,0.782956897934898,0.883530427423401,-7.00796564550968,"HEM6_HUMAN",1,-0.284125596335256,0.783529393714752,0.885274108675284,0.18,"Non-significant",0.053,"CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial"
